Accession,ACa2022_400,ACa2022_600,ACa2022_800,ACa2022_1000,ACa2022_1250,ACa2022_300,ACa2022_250,ACa2022_200,ACa2022_100,ACa2022_75,ACa2022_25,ACa2023_400,ACa2023_600,ACa2023_800,ACa2023_1000,ACa2023_1250,ACa2023_300,ACa2023_250,ACa2023_200,ACa2023_100,ACa2023_75,ACa2023_25,GsCa2022_400,GsCa2022_600,GsCa2022_800,GsCa2022_1000,GsCa2022_1250,GsCa2022_300,GsCa2022_250,GsCa2022_200,GsCa2022_100,GsCa2022_75,GsCa2022_25,GsCa2023_400,GsCa2023_600,GsCa2023_800,GsCa2023_1000,GsCa2023_1250,GsCa2023_300,GsCa2023_250,GsCa2023_200,GsCa2023_100,GsCa2023_75,GsCa2023_25,AQ2022_1800,AQ2022_1100,AQ2022_500,AQ2022_300,AQ2022_150,AQ2022_50,AQ2023_1800,AQ2023_1100,AQ2023_500,AQ2023_300,AQ2023_150,AQ2023_50
SSA_00018,30.4245,36.071,36.9435,36.8509,36.6567,23.3959,20.2149,16.8221,8.79415,6.97387,2.37563,24.4849,28.7932,29.4804,29.815,29.7756,17.7723,15.5294,12.8651,6.60043,5.21663,1.63749,0.119457,0.119786,0.112153,0.0999796,0.091226,0.11822,0.124164,0.131154,0.139172,0.150536,0.157688,0.0951966,0.0967901,0.0883101,0.0769748,0.0684376,0.0884325,0.0928651,0.0978523,0.103356,0.110049,0.115442,29.1021,26.4064,18.3857,12.4214,5.85317,0.173292,25.4024,22.8367,17.0243,11.8831,5.23677,-0.33659
SSA_00024,23.0822,32.7018,38.2188,41.3427,43.2807,17.8853,15.2863,12.8071,6.53454,5.3,1.70413,21.3804,28.4612,31.534,32.918,33.9478,14.8753,12.8732,10.617,5.36393,4.22257,1.281,0.091534,0.0931932,0.0913281,0.08635,0.0803189,0.0947536,0.098463,0.10523,0.110673,0.118941,0.122423,0.0797634,0.0805377,0.0778784,0.0719271,0.0643412,0.0743324,0.077347,0.0807572,0.0850045,0.0873779,0.0893911,23.232,22.0886,16.8548,12.4763,6.07322,0.0557705,18.4763,18.0661,15.7839,12.2087,5.75226,0.0400627
SSA_00033,25.4446,32.2776,33.8204,33.8544,33.3541,18.5586,16.3212,14.1217,7.53193,6.21642,1.96559,33.8989,39.9072,40.3294,39.5293,38.9611,25.723,22.9216,19.8309,10.621,8.61211,2.91999,0.0961323,0.0966376,0.0863201,0.0683673,0.0537871,0.0913406,0.0979027,0.108834,0.119551,0.140114,0.150115,0.136712,0.136513,0.112326,0.0852144,0.0685374,0.129787,0.144395,0.162843,0.17942,0.205259,0.215439,25.4299,24.2226,18.3337,12.7968,5.70329,-0.684261,28.8312,26.0045,18.5965,11.9946,4.94529,-0.97118
SSA_00041,30.3487,37.3837,39.0498,38.7219,37.5067,23.177,20.3177,16.8273,8.68095,6.9031,2.29989,31.8015,36.526,36.9502,36.8799,36.5601,24.2415,21.299,18.0573,9.46899,7.6211,2.46131,0.130463,0.130808,0.122395,0.108181,0.0948701,0.125636,0.133766,0.143537,0.153117,0.165417,0.174746,0.146782,0.148367,0.138026,0.120661,0.104168,0.134444,0.143643,0.157648,0.171792,0.190054,0.200259,26.1193,24.108,18.1992,11.9089,5.27165,-0.429332,31.4457,28.1824,19.1776,12.4251,4.7361,-1.4631
SSA_00050,32.2702,39.9822,40.6095,40.8074,40.5517,26.0299,22.7494,18.9371,9.77225,7.67653,2.59631,28.4334,36.2404,37.4547,38.0024,38.7346,20.0417,17.9875,15.1903,7.97059,6.44126,2.23646,0.11651,0.115908,0.0979016,0.079237,0.0621781,0.12506,0.134336,0.150735,0.155927,0.164817,0.170469,0.100588,0.100777,0.0727883,0.0560953,0.0447201,0.0930414,0.103234,0.111291,0.119684,0.131528,0.140437,29.8877,26.7903,19.1852,13.0647,6.2872,0.484207,21.0835,19.7338,14.9351,11.2778,5.91629,0.206769
SSA_00062,28.2126,35.6395,37.5405,36.7699,37.6562,20.7204,18.1418,15.278,8.05008,6.56404,2.23899,28.2394,33.8901,34.5625,34.1242,34.4333,23.1871,20.1965,17.1826,9.02025,7.33173,2.45598,0.120497,0.121652,0.113148,0.0986967,0.0835024,0.115028,0.122338,0.131741,0.142037,0.156066,0.164649,0.120718,0.121287,0.109043,0.0932003,0.0807509,0.125782,0.133012,0.144428,0.15688,0.175924,0.183943,26.9912,24.3488,18.202,12.5871,6.18678,0.895781,26.6933,24.2428,16.6994,10.8621,4.50413,-0.632294
SSA_00067,33.6272,39.4353,39.8101,39.5613,39.0811,25.7067,23.1091,19.3021,9.98075,7.941,2.69036,25.6679,29.6476,29.5713,29.3455,28.9962,20.8819,19.6872,17.07,9.08007,7.42782,2.49179,0.140787,0.143136,0.133303,0.117965,0.105154,0.136442,0.152424,0.163109,0.171641,0.183441,0.188709,0.111172,0.112355,0.101405,0.0898089,0.0810651,0.110344,0.12955,0.14253,0.156925,0.176825,0.184244,31.0017,27.2345,19.2164,12.6864,6.40702,0.298448,24.6656,22.223,17.3557,12.176,5.82176,0.713146
SSA_00068,34.0419,42.6762,43.0893,42.3941,42.8181,25.2139,22.194,19.3889,9.96834,7.92369,2.78152,27.6667,33.2375,33.4995,33.2728,33.1736,22.1562,19.5781,16.4963,8.7417,7.13228,2.41854,0.136001,0.135191,0.114679,0.097368,0.0860358,0.127439,0.13909,0.15252,0.165167,0.18577,0.205599,0.115426,0.115806,0.106309,0.0929073,0.0805365,0.119202,0.127166,0.135704,0.147032,0.161967,0.17202,29.6577,26.9121,19.0305,12.1142,5.77467,-0.188101,25.68,23.1251,16.707,11.7505,5.62108,0.467492
SSA_00070,36.2462,44.283,44.7532,44.0731,43.4448,27.1059,24.0426,20.5541,10.9054,8.81394,2.99463,32.0347,38.4636,38.9122,38.3132,38.2842,24.9961,22.3023,19.1466,10.2479,8.30721,2.78632,0.147523,0.147476,0.122588,0.0988045,0.0797532,0.143,0.155237,0.173385,0.190935,0.210889,0.220924,0.147353,0.145836,0.125303,0.103188,0.0871402,0.147256,0.156408,0.173192,0.190223,0.207385,0.216172,36.2022,32.1489,22.4769,15.1284,7.3385,0.243602,32.6615,28.9046,19.6835,12.8967,5.41874,-0.799518
SSA_00075,34.8987,45.0914,47.2256,46.7252,46.5068,26.3282,23.3128,19.6009,10.2255,8.30336,2.84267,24.9086,30.1462,30.3201,29.8248,29.8498,19.1267,17.1427,14.5133,7.74395,6.4304,2.08152,0.12683,0.127807,0.108123,0.081957,0.0665671,0.128505,0.141295,0.153284,0.164357,0.184475,0.192401,0.0968199,0.0968066,0.0715841,0.0540065,0.0457095,0.096937,0.105884,0.115741,0.126431,0.143748,0.151433,31.6736,28.5644,19.8442,13.4669,6.33895,0.0639267,24.9343,22.5836,17.2923,12.4277,6.85694,1.13824
SSA_00079,38.9926,47.5679,48.9419,49.0252,48.6704,29.8581,25.8286,21.5161,11.1794,8.91833,3.10189,32.3397,38.5442,39.3948,39.4682,39.5424,23.1297,20.5018,17.2572,9.04173,7.30958,2.45231,0.169208,0.171517,0.161511,0.144622,0.128737,0.16591,0.174047,0.185892,0.197261,0.212416,0.221762,0.133739,0.133354,0.11799,0.0965056,0.080466,0.120228,0.129452,0.140399,0.150646,0.164778,0.173812,34.4688,31.3136,22.2853,14.8655,6.78642,0.315294,28.517,26.94,19.8609,13.4528,6.19936,0.204403
SSA_00080,34.217,39.3221,39.4549,39.1282,38.9941,27.7732,24.7257,21.4316,11.4519,9.25924,3.22793,22.3718,24.3357,23.9708,24.0265,23.8009,18.8463,17.4697,15.8152,8.93025,7.66307,2.73162,0.143324,0.142584,0.122113,0.0994427,0.0822173,0.145153,0.158036,0.17872,0.198388,0.223906,0.236177,0.102482,0.0998867,0.0746162,0.0607157,0.0489071,0.102955,0.114545,0.132897,0.154361,0.187271,0.204471,30.8689,27.49,19.0113,12.5223,5.91932,1.06776,24.0254,22.1197,17.1895,13.1586,7.43889,1.86497
SSA_00091,36.2823,44.3012,44.8032,43.6703,42.7145,27.4065,23.7968,20.0719,10.6897,8.56877,2.92789,30.8979,36.2653,36.3956,35.6462,35.0518,25.0147,21.8361,18.4608,9.79522,7.71117,2.67221,0.150174,0.152414,0.139207,0.120499,0.103883,0.146862,0.154829,0.167625,0.184612,0.202762,0.211886,0.14131,0.145761,0.141476,0.134165,0.125115,0.147191,0.154724,0.166802,0.181134,0.197185,0.205412,33.1709,29.1409,20.0134,12.7037,5.82339,-0.114764,25.6922,23.5625,17.7337,12.0234,5.70992,0.496702
SSA_00096,39.4832,48.8841,50.5187,50.0959,46.1493,29.6404,25.5512,21.15,10.9171,8.57184,2.89532,33.8902,38.1605,38.1341,37.8726,37.9609,26.6944,23.3733,19.434,10.048,7.95814,2.66199,0.162291,0.163688,0.150682,0.123914,0.127913,0.15816,0.167814,0.177339,0.188708,0.199464,0.205885,0.161464,0.159255,0.129742,0.101309,0.083265,0.153532,0.162782,0.173119,0.182988,0.195586,0.203823,34.1785,30.5363,20.4992,12.7926,5.3186,-0.252498,32.2492,28.8547,20.9977,13.9654,6.16894,0.228815
SSA_00097,33.0914,38.7049,40.0976,40.0988,39.5905,26.4833,22.9148,19.1512,10.1797,7.81614,2.61578,21.7053,25.3733,26.2381,26.0943,25.6593,17.7263,15.6853,13.3904,7.12416,5.8179,1.93907,0.149588,0.152274,0.14996,0.143078,0.13533,0.148256,0.154988,0.162854,0.171983,0.181099,0.186831,0.107415,0.10882,0.10385,0.0940957,0.0846645,0.107154,0.112553,0.12097,0.131119,0.145505,0.1537,37.3177,31.8975,21.0807,13.919,5.844,-0.207425,25.1626,22.1576,16.5518,12.5083,6.26155,0.966518
SSA_00105,31.5187,38.8176,40.3401,40.1524,39.8723,23.6568,20.3397,17.0435,8.8746,7.16753,2.43837,29.9475,35.891,36.3983,36.0782,35.5882,22.784,19.5984,16.4087,8.72955,7.07793,2.38856,0.128676,0.13043,0.12786,0.123864,0.118295,0.121018,0.125991,0.134099,0.143504,0.157725,0.16622,0.134628,0.135063,0.130331,0.122076,0.113683,0.128917,0.134103,0.141907,0.156346,0.173543,0.183704,19.6289,18.7328,15.352,12.0729,6.60145,0.789665,25.6426,23.6291,17.1167,11.393,4.66668,-0.936299
SSA_00108,29.6032,33.7561,33.355,33.7803,33.3042,23.0677,20.5878,17.4766,9.19702,7.42014,2.51641,25.1585,30.2323,29.7971,29.1175,29.487,20.6568,18.5902,16.1863,8.77503,7.51935,2.55837,0.12651,0.126586,0.105626,0.091085,0.0772861,0.119062,0.129475,0.142013,0.153861,0.171918,0.18204,0.0960038,0.0963933,0.0738355,0.0599566,0.0516311,0.10158,0.112305,0.125879,0.143263,0.171886,0.18247,29.1674,25.5384,17.5053,12.8017,5.8087,-0.418385,21.1894,19.4713,14.3316,9.80731,5.0467,0.191548
SSA_00110,32.9872,39.7791,41.1968,41.6049,41.6109,25.4324,22.0261,18.3657,9.57482,7.72852,2.59691,32.4276,36.5024,36.4035,36.13,35.549,25.6728,22.6966,19.4557,10.3905,8.46899,2.8989,0.162961,0.164469,0.158037,0.145562,0.131434,0.156926,0.163765,0.173911,0.184995,0.205617,0.2167,0.150105,0.150584,0.135593,0.112124,0.0920345,0.143826,0.153986,0.16866,0.186194,0.211392,0.221623,29.4506,26.1027,18.8794,13.171,5.58461,-0.862505,31.6208,28.4696,20.5281,13.9205,7.39445,1.92294
SSA_00113,20.6947,27.8458,30.2102,31.1706,32.1597,15.5507,13.5195,11.4363,5.92448,4.69809,1.64481,17.7795,22.8158,24.4602,25.4217,25.8371,14.6807,12.9713,10.9285,5.6302,4.64503,1.44323,0.0801684,0.0799703,0.0772674,0.0675053,0.0630735,0.079857,0.0855694,0.0919267,0.096991,0.107565,0.11659,0.074682,0.0762747,0.0736458,0.0696484,0.0663303,0.0803916,0.085377,0.0911812,0.0973144,0.10831,0.116478,16.3652,15.2458,12.245,9.25539,4.92926,0.352368,19.1154,17.459,13.9245,10.1739,5.30147,0.561937
SSA_00119,31.172,41.4636,43.7252,42.2835,42.2693,22.4264,19.2957,16.1737,8.34997,6.82716,2.19299,23.553,29.9569,30.4219,30.0027,29.9772,18.9385,16.5334,14.1167,7.48579,6.16268,2.01842,0.110117,0.110202,0.0951157,0.0749608,0.0616586,0.102997,0.109409,0.117864,0.126357,0.142529,0.147173,0.0948076,0.0956531,0.0831129,0.0699216,0.061544,0.0998647,0.105253,0.114513,0.126003,0.144006,0.151874,27.1152,24.8865,18.7658,12.8862,5.76702,-0.234293,29.5163,26.7685,20.5452,14.3734,6.78128,0.913362
SSA_00121,19.5614,28.3018,35.1104,39.2957,41.5418,14.2219,11.875,9.47954,4.56235,3.55809,1.03588,19.2675,26.1502,29.3464,30.6132,31.1538,14.0144,11.969,9.86865,4.95801,3.89708,1.17158,0.0622739,0.0630892,0.0617684,0.0599132,0.0564373,0.0615756,0.0626158,0.0641478,0.0649938,0.0666681,0.0678525,0.0726433,0.0735673,0.069758,0.0643794,0.060188,0.0704955,0.0742345,0.0767793,0.0808024,0.0845314,0.0883354,11.0878,10.8931,10.0059,8.58561,5.9599,0.904783,12.2711,12.0142,10.4982,8.41566,5.16237,0.900236
SSA_00123,28.5891,35.4315,36.6976,35.1481,35.848,21.3374,18.9119,16.3083,8.57843,7.11081,2.39443,29.2885,33.3835,34.0883,34.0528,33.6083,22.8894,20.2009,17.3028,9.16895,7.41092,2.59238,0.105236,0.106563,0.0938356,0.0739852,0.0613673,0.101857,0.111334,0.124006,0.136872,0.153714,0.164582,0.126154,0.127978,0.116562,0.100795,0.0875558,0.12224,0.130945,0.143107,0.156627,0.173075,0.182531,23.6729,23.0239,18.2251,12.4544,5.42597,-0.835202,25.0747,22.65,16.3674,11.7322,5.62567,0.443932
SSA_00126,35.8154,43.261,42.7405,41.9096,41.4506,26.4915,23.409,19.3558,9.82833,7.67215,2.61165,21.7955,28.1114,29.4067,29.0139,28.9008,17.277,15.3792,12.7721,6.50189,5.18671,1.64281,0.142852,0.143817,0.139773,0.129598,0.119193,0.13427,0.147333,0.154512,0.159062,0.167324,0.171106,0.0869872,0.0879022,0.0860456,0.0827956,0.0799935,0.0902487,0.0968876,0.102055,0.106515,0.114911,0.118244,27.1578,25.2105,18.033,12.3541,5.74679,-0.303302,17.0555,16.243,14.7072,12.2937,8.46747,3.97314
SSA_00128,28.8618,35.9897,37.5726,37.557,38.1714,21.778,18.885,15.9286,8.42071,6.86241,2.3431,16.2732,21.8803,22.7223,22.441,23.045,12.5731,11.0854,9.58781,5.10643,4.45218,1.44845,0.110546,0.111646,0.0934192,0.0668747,0.0531125,0.111032,0.117145,0.127408,0.138079,0.156763,0.166795,0.0782573,0.0788608,0.0634009,0.0507566,0.0454009,0.0811634,0.0865587,0.0945505,0.105321,0.122613,0.136649,23.6203,22.1691,17.105,12.7615,6.78559,0.754387,15.5015,15.2129,13.5025,10.4598,6.52443,-0.412112
SSA_00135,30.7595,37.4755,39.075,38.85,38.5644,20.7934,18.1999,15.2389,7.9144,6.38271,2.07289,26.1907,32.1088,32.5741,32.1915,32.0211,19.158,17.0404,14.4272,7.54571,6.01134,1.96726,0.128733,0.130232,0.120675,0.104518,0.0907789,0.107793,0.11432,0.121624,0.129709,0.140746,0.146043,0.0965594,0.0960106,0.0791683,0.0626676,0.052803,0.0906225,0.0978251,0.106406,0.11439,0.124139,0.132853,32.2573,28.8066,20.3597,13.6662,6.4295,0.217478,25.0867,22.6038,16.7437,10.7292,4.55906,-0.441165
SSA_00138,37.6371,44.7184,45.7879,45.7858,45.494,28.9757,25.2702,21.21,11.0252,8.74709,2.97194,12.5095,15.7266,16.1448,15.9475,16.2977,9.95133,9.04732,7.46998,4.14578,3.59653,1.21247,0.154521,0.155423,0.141026,0.1201,0.0981998,0.149866,0.15943,0.174666,0.186424,0.20265,0.212621,0.0483468,0.0475505,0.039026,0.0330052,0.0284622,0.0516434,0.0555997,0.0610143,0.0685534,0.0791562,0.0890738,32.7841,29.6532,20.6467,13.9685,6.3662,-0.0111581,11.9229,11.3809,9.21159,7.29575,4.11253,0.44079
SSA_00139,24.5259,32.3326,34.7124,33.3797,31.9393,19.0772,16.7386,14.2058,7.50961,6.16168,2.02685,34.854,41.0827,41.1354,40.6916,41.0303,26.8568,23.6663,19.6905,10.2638,8.02997,2.68235,0.10372,0.1039,0.0891518,0.0675658,0.0534886,0.105125,0.111969,0.127591,0.134482,0.148635,0.15728,0.150369,0.14703,0.10865,0.0834813,0.0672468,0.146099,0.15762,0.166026,0.174876,0.186148,0.192683,29.6,27.4084,20.5685,14.6618,7.54171,0.759092,36.2043,31.8568,21.5883,14.6148,6.39356,0.396997
SSA_00151,26.1055,35.3049,38.0273,37.8747,37.0663,19.9602,17.0917,14.2063,7.33846,6.1154,2.03889,22.1785,29.7824,32.3049,32.3536,31.666,17.1075,14.486,12.0016,6.19016,5.09656,1.52777,0.0977996,0.0976246,0.0863692,0.0686744,0.0530347,0.10022,0.105231,0.111799,0.120146,0.137325,0.14665,0.0902153,0.0912554,0.0797521,0.0642638,0.0511798,0.0892569,0.0919232,0.0960685,0.102687,0.113402,0.122879,26.9884,25.2473,20.9129,14.3134,7.70923,1.57477,24.5535,22.7916,17.5206,13.0281,6.59387,0.485534
SSA_00156,32.9036,40.7698,43.0814,43.4389,43.5851,24.6493,21.3394,17.7543,9.1494,7.27908,2.461,28.543,33.4373,34.1245,34.0165,33.9006,22.2127,19.6284,16.5634,8.56897,6.82515,2.25324,0.131607,0.132347,0.123566,0.106328,0.0925294,0.125527,0.132773,0.142637,0.150922,0.16436,0.171608,0.122929,0.124478,0.117799,0.107704,0.0992708,0.121488,0.132617,0.143465,0.150616,0.163697,0.168666,30.8757,28.0353,19.9905,14.1022,6.17517,-0.183523,20.4972,19.6481,15.2915,11.2879,6.14286,0.604076
SSA_00160,27.3788,34.2169,35.9224,35.3621,35.7531,20.3002,17.9675,15.3666,8.10016,6.28198,2.05117,17.4772,21.4535,22.1529,22.309,22.4486,14.761,13.4192,11.9311,6.40626,5.22475,1.72669,0.106534,0.106318,0.0895193,0.0708442,0.0578459,0.102872,0.11236,0.126954,0.139645,0.153212,0.163431,0.0837992,0.0848519,0.0761977,0.0685168,0.063462,0.09165,0.101379,0.115452,0.127197,0.143131,0.152209,22.837,21.4606,15.988,11.1965,4.99209,-0.376952,11.6162,10.9049,9.32732,7.36264,4.55785,0.905432
SSA_00173,35.2103,44.628,46.9254,47.2367,47.2194,26.2601,22.8115,18.4737,9.25466,7.13201,2.34653,25.5786,32.8743,34.1134,34.1488,34.0656,19.2229,17.1376,14.3965,7.46517,6.03263,2.01396,0.143535,0.14394,0.14108,0.134522,0.126193,0.139335,0.149561,0.155458,0.157621,0.162469,0.164888,0.112637,0.113191,0.100149,0.0876226,0.0774088,0.112923,0.124019,0.131555,0.1399,0.15207,0.159182,24.6324,23.1436,18.5009,13.8052,6.76542,0.423737,18.4024,16.8503,14.7141,10.6895,6.62586,0.668421
SSA_00178,35.3816,42.769,43.7363,43.4249,43.1025,27.0764,23.3451,19.5307,10.2802,8.36872,2.92014,23.9119,29.5956,29.4072,28.6793,28.4365,19.2756,16.9709,14.7973,8.06804,6.92391,2.47703,0.151893,0.151996,0.141714,0.123433,0.105156,0.142202,0.149139,0.159126,0.172068,0.190248,0.203614,0.0962455,0.0948568,0.0702166,0.0558422,0.046831,0.0993124,0.105837,0.117063,0.131204,0.153983,0.17786,31.4051,28.0997,19.8968,13.277,6.06733,-0.0548856,20.127,18.9613,14.1794,10.3177,5.88903,1.36764
SSA_00179,26.2551,30.6048,31.037,30.9655,31.0998,19.881,17.3443,14.5706,7.4921,5.70748,1.95493,23.8459,27.1582,27.2005,27.1995,27.0068,19.173,17.1314,14.7173,7.78918,6.29096,2.08976,0.116253,0.116281,0.112654,0.105029,0.0962931,0.105944,0.112283,0.121094,0.129137,0.137608,0.144542,0.120649,0.123354,0.114494,0.104016,0.0928993,0.119583,0.130256,0.144792,0.164863,0.176317,0.186147,26.2966,23.2919,17.7294,11.7267,5.81275,0.111821,20.84,19.6964,15.8811,12.0873,6.78617,1.96118
SSA_00186,31.1616,36.4618,37.0304,36.472,35.9596,23.5324,20.9931,17.5552,9.11444,7.2299,2.41907,34.5909,40.4213,40.6663,40.0516,39.6959,27.3475,23.85,19.7576,10.1745,7.95679,2.6201,0.145153,0.144647,0.142336,0.136365,0.126328,0.13164,0.137636,0.145011,0.153662,0.168548,0.169939,0.163787,0.167362,0.167001,0.162001,0.155827,0.166282,0.1744,0.18139,0.189897,0.201175,0.205038,26.2103,23.9819,18.7146,13.6148,6.66514,1.06595,25.7082,24.1845,18.9406,14.0235,6.96253,0.513384
