"Plot","Date","minTemperature","maxTemperature","meanTemperature","Year","Accession","CO2_400","CO2_600","CO2_800","CO2_1000","CO2_1250","CO2_300","CO2_250","CO2_200","CO2_100","CO2_75","CO2_25"
2303,2021-09-01,13.3,17.9,15.6,2021,"SSA_00111",22.5949,31.9527,37.3387,40.4807,42.0547,17.7927,15.9727,13.6442,7.0381,5.56928,1.675
2303,2021-09-01,13.3,17.9,15.6,2021,"SSA_00111",32.0542,41.4287,45.0366,45.4393,45.6139,22.6944,19.6804,16.4872,8.43387,6.70482,2.23427
1151,2021-09-13,11.7,20.8,16.25,2021,"SSA_00113",17.7085,21.3267,21.6938,21.7643,21.603,14.0436,12.4107,10.5836,5.47435,4.54668,1.60493
1151,2021-09-13,11.7,20.8,16.25,2021,"SSA_00113",15.4649,20.5318,22.3459,23.0014,23.6278,10.7312,9.33958,7.86472,3.92269,3.29607,1.0351
2287,2021-09-10,17.2,22.4,19.8,2021,"SSA_00113",18.4901,22.5869,23.3669,24.13,23.9782,13.2822,11.6438,9.84342,5.03055,4.20892,1.3035
2287,2021-09-10,17.2,22.4,19.8,2021,"SSA_00113",7.29743,10.6734,12.694,13.8099,14.6197,4.96584,4.34356,3.80169,1.78473,1.63479,0.383997
2287,2021-09-10,17.2,22.4,19.8,2021,"SSA_00113",14.8817,20.9367,23.7111,24.8726,25.2959,10.4805,9.19701,7.8343,4.04777,3.33221,1.08717
1048,2021-08-26,14.1,17.5,15.8,2021,"SSA_00114",21.2025,28.568,30.624,30.0709,30.0323,17.0532,14.6556,12.5269,6.56433,5.55945,2.19049
1048,2021-08-26,14.1,17.5,15.8,2021,"SSA_00114",29.5891,38.3478,39.6677,36.7251,36.6967,17.1213,15.6415,13.7153,7.45465,6.23348,2.38134
1048,2021-08-26,14.1,17.5,15.8,2021,"SSA_00114",16.5538,24.5032,27.5807,26.6552,26.9236,10.0783,9.5906,8.58303,4.57265,3.86384,1.35414
1126,2021-09-06,13.4,29.5,21.45,2021,"SSA_00119",21.8719,29.9392,34.058,34.4531,34.076,15.7827,13.919,11.8656,6.24053,5.33068,2.01144
1126,2021-09-06,13.4,29.5,21.45,2021,"SSA_00119",24.2466,33.3497,36.1261,35.1582,36.1047,17.2526,14.9565,12.4473,6.32436,5.10651,1.71053
1126,2021-09-06,13.4,29.5,21.45,2021,"SSA_00119",20.3067,29.3382,32.0833,31.3745,31.7697,14.2595,12.1509,10.1883,5.14346,4.08407,1.27619
2129,2021-08-25,13.9,18.4,16.15,2021,"SSA_00119",23.9352,32.3911,35.7375,36.7841,37.5689,19.7569,16.9978,14.2605,7.54404,6.20484,2.37053
2129,2021-08-25,13.9,18.4,16.15,2021,"SSA_00119",26.7281,34.4565,36.3721,36.5448,36.7909,18.2493,16.0327,13.6627,7.27789,5.9247,2.22564
2129,2021-08-25,13.9,18.4,16.15,2021,"SSA_00119",26.8308,36.214,39.6376,39.5044,38.8924,19.8511,17.3821,14.4823,7.2642,5.87659,1.86894
1114,2021-09-10,17.2,22.4,19.8,2021,"SSA_00126",18.6284,25.9996,28.4569,28.791,28.13,14.1476,12.3487,10.129,5.053,4.05999,1.25088
1114,2021-09-10,17.2,22.4,19.8,2021,"SSA_00126",20.8112,23.2386,23.3537,23.0675,22.9484,17.5582,15.6937,13.249,7.01383,5.77643,2.25376
1114,2021-09-10,17.2,22.4,19.8,2021,"SSA_00126",33.2346,38.2467,37.876,37.2699,36.9415,25.0929,21.9732,18.1621,9.42088,7.5044,2.93648
2228,2021-09-06,13.4,29.5,21.45,2021,"SSA_00126",25.7036,32.4792,33.0209,32.348,32.15,19.3477,17.3658,14.469,7.36354,5.72616,1.93743
2228,2021-09-06,13.4,29.5,21.45,2021,"SSA_00126",25.7795,30.159,30.4413,29.5384,29.6971,17.7925,16.2241,13.9908,7.40096,6.06943,2.32444
2228,2021-09-06,13.4,29.5,21.45,2021,"SSA_00126",25.4161,33.5654,35.6208,34.5657,35.6522,19.6498,17.4642,14.5795,7.70462,6.15639,2.38536
1135,2021-09-07,15.5,30.4,22.95,2021,"SSA_00135",30.0561,34.707,35.3325,35.1146,35.0029,21.5465,18.6976,15.6883,8.07829,6.28959,2.13957
1135,2021-09-07,15.5,30.4,22.95,2021,"SSA_00135",31.9743,36.6531,36.8804,36.6156,36.2898,20.8027,18.4608,15.5737,8.21775,6.60438,2.60775
1135,2021-09-07,15.5,30.4,22.95,2021,"SSA_00135",24.1408,33.3125,36.2989,36.357,35.7691,17.6049,15.4472,13.0046,6.71386,5.50741,1.87609
2313,2021-09-02,13.7,19.1,16.4,2021,"SSA_00135",30.164,36.6349,38.031,38.0637,37.9091,19.0036,16.3454,13.3549,6.87436,5.37335,1.7384
2313,2021-09-02,13.7,19.1,16.4,2021,"SSA_00135",30.5228,36.7555,38.1026,38.4533,38.2745,20.5169,17.8326,14.8347,7.73176,6.03603,1.92987
2313,2021-09-02,13.7,19.1,16.4,2021,"SSA_00135",32.2004,41.7491,44.4544,44.617,43.8915,16.4635,14.3498,12.0408,6.2302,5.06728,1.61202
1133,2021-09-09,16.2,25.8,21,2021,"SSA_00138",28.4246,37.9184,41.5901,42.9731,43.8585,19.5624,17.2531,14.6749,7.70331,6.22283,2.04462
1133,2021-09-09,16.2,25.8,21,2021,"SSA_00138",27.9201,33.2534,34.5963,34.9254,36.2067,21.8409,19.206,16.5964,9.00256,7.18232,2.69082
2254,2021-09-13,11.7,20.8,16.25,2021,"SSA_00138",29.6036,36.4029,37.9711,37.529,37.7586,22.1392,19.5359,16.3394,8.52099,6.77533,2.32915
2254,2021-09-13,11.7,20.8,16.25,2021,"SSA_00138",26.6119,33.5294,35.1257,35.3022,35.6135,21.7686,19.1144,16.0668,8.48327,6.71048,2.55641
2254,2021-09-13,11.7,20.8,16.25,2021,"SSA_00138",18.899,24.5282,26.4693,27.2089,26.9043,14.0935,12.4287,10.6946,5.53514,4.56027,1.47317
1085,2021-09-06,13.4,29.5,21.45,2021,"SSA_00139",34.8857,40.3463,41.2644,40.8792,40.556,23.149,21.0835,17.747,9.33935,7.32738,2.48218
1085,2021-09-06,13.4,29.5,21.45,2021,"SSA_00139",22.3444,27.0198,28.0429,27.9136,27.3576,17.704,16.0968,13.7802,7.466,6.11579,2.4293
2057,2021-09-13,11.7,20.8,16.25,2021,"SSA_00139",29.549,36.0011,37.067,36.4572,35.8701,21.1754,18.6723,15.8704,8.41426,7.54472,1.96134
2057,2021-09-13,11.7,20.8,16.25,2021,"SSA_00139",30.6972,36.3918,36.9153,36.4295,35.8076,22.8429,20.014,16.8181,8.76667,6.94775,3.28918
1001,2021-09-01,13.3,17.9,15.6,2021,"SSA_00151",20.6272,27.4947,30.5953,32.2989,32.7778,13.2229,12.0101,10.3855,5.5697,4.79113,1.85172
1001,2021-09-01,13.3,17.9,15.6,2021,"SSA_00151",29.9421,33.4935,34.2982,34.3972,34.2928,17.2802,15.6749,13.5868,7.34595,6.36043,2.22402
1001,2021-09-01,13.3,17.9,15.6,2021,"SSA_00151",28.6908,36.8219,40.1903,41.2126,41.9152,15.0937,13.112,11.1199,5.92101,4.94337,1.75985
2246,2021-09-07,15.5,30.4,22.95,2021,"SSA_00151",34.0511,39.2044,40.2964,39.979,39.3106,24.8038,21.3766,17.8073,9.59344,7.90186,3.13025
1228,2021-09-06,13.4,29.5,21.45,2021,"SSA_00156",23.3175,30.7477,33.634,33.9586,33.8461,16.1797,14.032,11.751,5.78866,4.5514,1.48789
1228,2021-09-06,13.4,29.5,21.45,2021,"SSA_00156",24.0206,32.9977,37.7906,40.0811,41.1386,16.9048,14.2468,11.7801,6.0924,4.84028,1.64743
2171,2021-08-31,12.9,16.7,14.8,2021,"SSA_00156",30.0761,39.0008,42.4133,43.7236,44.143,21.8643,18.5233,15.1332,7.73106,6.13094,2.08276
2171,2021-08-31,12.9,16.7,14.8,2021,"SSA_00156",15.1506,20.035,22.4623,23.2374,23.9125,10.5069,9.21502,7.74779,3.82179,3.22688,0.970159
2171,2021-08-31,12.9,16.7,14.8,2021,"SSA_00156",15.3804,21.2907,25.0154,27.2843,28.3459,13.3718,11.5203,9.44161,4.65378,3.78554,1.16646
1061,2021-09-09,16.2,25.8,21,2021,"SSA_00173",13.8399,20.214,24.0958,26.4463,27.503,9.39157,8.03993,6.47646,3.16377,2.49609,0.667232
1061,2021-09-09,16.2,25.8,21,2021,"SSA_00173",31.9631,41.2075,44.1228,44.601,44.0726,24.1092,20.9646,17.4526,8.75329,6.83842,2.28555
1061,2021-09-09,16.2,25.8,21,2021,"SSA_00173",26.0066,33.6683,36.3207,37.2264,37.5322,20.2851,17.9172,15.0303,7.65384,5.91637,1.96285
2108,2021-09-09,16.2,25.8,21,2021,"SSA_00173",24.7772,33.2668,35.7197,35.9004,36.1346,16.1547,13.7159,10.9382,5.40854,4.17758,1.25104
2108,2021-09-09,16.2,25.8,21,2021,"SSA_00173",27.5699,35.128,37.1362,37.3774,37.2809,20.2715,17.5772,14.4284,7.17979,5.58501,1.76783
2108,2021-09-09,16.2,25.8,21,2021,"SSA_00173",29.5116,35.884,36.6074,36.5414,36.7198,20.6369,18.0823,14.8232,7.32615,5.65435,1.75463
1105,2021-09-09,16.2,25.8,21,2021,"SSA_00178",24.9013,30.6715,31.283,31.5485,31.337,14.8055,13.1329,11.0413,5.75241,4.76762,1.47748
1105,2021-09-09,16.2,25.8,21,2021,"SSA_00178",29.8478,38.1229,39.3595,39.0681,39.0604,19.1966,17.3702,14.7665,7.60677,6.21615,2.05296
1105,2021-09-09,16.2,25.8,21,2021,"SSA_00178",26.892,32.5163,32.5152,31.8313,31.6974,18.945,16.7057,14.0918,7.50935,6.13416,2.18005
2296,2021-09-10,17.2,22.4,19.8,2021,"SSA_00178",28.0367,34.7745,36.2711,36.4068,35.8578,14.0583,13.026,11.4208,6.18258,5.10308,2.01911
2296,2021-09-10,17.2,22.4,19.8,2021,"SSA_00178",26.8229,35.2967,38.5786,37.9652,36.8839,18.3132,16.0766,13.7631,7.43838,5.96063,2.32199
1231,2021-09-01,13.3,17.9,15.6,2021,"SSA_00179",18.3265,23.439,25.0243,25.614,25.8482,11.0635,9.80546,8.23366,4.14085,3.42377,1.06032
1231,2021-09-01,13.3,17.9,15.6,2021,"SSA_00179",27.8027,33.1849,33.8725,33.5542,33.0156,20.795,18.1706,15.2895,7.84969,6.33955,2.21986
1231,2021-09-01,13.3,17.9,15.6,2021,"SSA_00179",23.4357,30.7003,33.8328,34.8712,35.4949,17.4478,15.4837,13.1705,6.88703,5.6188,1.87685
2054,2021-09-07,15.5,30.4,22.95,2021,"SSA_00179",5.582,7.74893,8.31235,8.28118,8.37174,4.06087,3.57267,2.98862,1.25201,1.07115,0.0324
2054,2021-09-07,15.5,30.4,22.95,2021,"SSA_00179",7.98747,11.4431,12.9273,13.063,12.535,6.14065,5.48794,4.6884,2.40122,2.02767,0.468267
1113,2021-09-01,13.3,17.9,15.6,2021,"SSA_00187",29.6825,33.2822,33.2123,33.418,32.9902,20.3877,18.4897,16.1887,8.84474,7.37766,2.68752
1113,2021-09-01,13.3,17.9,15.6,2021,"SSA_00187",28.2331,31.1407,31.1986,30.3721,30.5101,19.4268,18.5287,16.2838,8.73405,7.0233,2.23593
1113,2021-09-01,13.3,17.9,15.6,2021,"SSA_00187",25.2557,27.3734,27.4868,27.3659,27.2194,17.3312,16.2962,14.9882,8.55915,7.39123,2.7164
2297,2021-08-25,13.9,18.4,16.15,2021,"SSA_00187",41.0668,45.6397,45.3458,44.8167,44.739,32.5286,28.9921,24.6255,12.8349,10.1195,3.34872
2297,2021-08-25,13.9,18.4,16.15,2021,"SSA_00187",34.6306,41.7606,42.809,42.7089,42.8031,24.1545,22.6049,19.9011,10.8098,9.17583,3.09071
2297,2021-08-25,13.9,18.4,16.15,2021,"SSA_00187",23.7289,29.5572,29.958,28.2847,26.9592,16.0405,14.4372,12.6405,6.70256,5.72108,1.76949
1195,2021-09-08,13.9,28.6,21.25,2021,"SSA_00197",29.0279,36.9748,39.3858,39.1911,38.7522,24.0371,21.1105,17.7742,9.27982,7.38908,2.46342
1195,2021-09-08,13.9,28.6,21.25,2021,"SSA_00197",19.694,22.2967,22.4045,22.1853,21.8966,14.9563,13.4812,11.7024,6.28828,5.28407,1.81754
1195,2021-09-08,13.9,28.6,21.25,2021,"SSA_00197",8.56153,10.131,10.1221,10.3181,10.3086,7.25213,6.49708,6.11531,3.54292,3.31727,1.23341
2262,2021-09-01,13.3,17.9,15.6,2021,"SSA_00197",28.4082,35.2223,37.6617,37.5687,37.585,21.1016,18.3664,15.4858,8.07946,6.35372,2.11909
2262,2021-09-01,13.3,17.9,15.6,2021,"SSA_00197",12.0489,17.5339,21.16,23.1704,24.5077,7.32279,6.48909,5.84271,2.84909,2.53516,0.746465
1175,2021-09-14,14.7,17.2,15.95,2021,"SSA_00204",31.6368,40.5713,41.197,40.2438,39.7376,23.5395,20.6346,16.7226,8.62149,6.8389,5.10807
1175,2021-09-14,14.7,17.2,15.95,2021,"SSA_00204",28.6964,36.975,37.6306,38.2504,38.3104,21.6,18.8787,16.0544,8.2211,6.64004,2.21915
1175,2021-09-14,14.7,17.2,15.95,2021,"SSA_00204",29.3997,37.7226,38.4399,37.8323,37.5074,20.4319,17.8729,15.5015,8.40398,7.02031,2.49485
2128,2021-09-14,14.7,17.2,15.95,2021,"SSA_00204",25.1034,33.8229,35.8435,34.7961,33.8634,19.3435,16.7666,14.1592,7.39637,6.21412,2.02466
2128,2021-09-14,14.7,17.2,15.95,2021,"SSA_00204",21.5789,28.2559,29.3733,28.8776,28.1038,15.6159,13.7093,11.5345,5.91646,4.83829,1.54213
2128,2021-09-14,14.7,17.2,15.95,2021,"SSA_00204",26.3686,33.7477,34.633,33.3491,32.8756,18.8257,16.8289,13.9632,7.38506,5.95754,2.11622
1237,2021-09-09,16.2,25.8,21,2021,"SSA_00209",27.5299,34.5221,36.1326,35.6498,34.6832,20.775,18.4643,15.6501,8.14798,6.47604,2.27181
1237,2021-09-09,16.2,25.8,21,2021,"SSA_00209",29.9945,36.4176,38.032,37.9011,38.1126,21.7572,19.1243,15.9983,8.24419,6.50781,2.28321
1237,2021-09-09,16.2,25.8,21,2021,"SSA_00209",22.6521,26.9054,27.5581,27.6529,28.1134,16.6721,14.8833,12.5526,6.63527,5.33132,1.98009
2124,2021-09-09,16.2,25.8,21,2021,"SSA_00209",14.9389,21.6085,26.069,27.8494,28.8879,9.14975,7.90232,6.56294,3.19421,2.65978,0.644231
2124,2021-09-09,16.2,25.8,21,2021,"SSA_00209",26.5685,31.5729,32.4445,32.5037,32.4354,19.8512,17.4444,14.7165,7.66418,6.20069,2.37954
1119,2021-09-13,11.7,20.8,16.25,2021,"SSA_00227",25.7936,33.5014,34.7687,34.0499,33.9558,21.5661,18.8724,15.9045,8.4829,7.23946,2.4866
1119,2021-09-13,11.7,20.8,16.25,2021,"SSA_00227",23.1658,28.1452,28.5352,27.8428,27.0886,17.3277,15.3235,12.8959,6.64627,5.51668,1.78996
1119,2021-09-13,11.7,20.8,16.25,2021,"SSA_00227",15.8924,18.3163,18.1866,17.362,17.1317,12.0468,11.1855,9.72698,5.43608,4.63892,3.14294
2069,2021-09-13,11.7,20.8,16.25,2021,"SSA_00227",27.1344,33.8886,35.2101,35.1397,35.7385,20.5594,18.082,15.1553,8.16663,6.64009,2.27863
2069,2021-09-13,11.7,20.8,16.25,2021,"SSA_00227",26.7538,32.4673,33.328,33.1824,33.0639,19.365,16.7788,14.1245,7.40294,6.06569,2.30857
2069,2021-09-13,11.7,20.8,16.25,2021,"SSA_00227",16.7977,22.9394,24.6363,24.052,24.2868,14.2334,12.1985,10.3403,5.42758,4.45481,1.46528
1130,2021-09-10,17.2,22.4,19.8,2021,"SSA_00235",32.5992,40.2831,41.2202,41.0549,40.5676,24.7394,21.1009,17.1096,8.62583,6.67452,2.17999
1130,2021-09-10,17.2,22.4,19.8,2021,"SSA_00235",22.4953,28.8511,31.1497,31.4451,31.3342,14.9824,12.9746,10.5133,5.13873,4.08719,1.3354
1130,2021-09-10,17.2,22.4,19.8,2021,"SSA_00235",33.3046,39.0411,39.6579,39.6153,39.9386,25.0905,21.7604,17.9334,9.25182,7.25644,2.77931
2174,2021-09-07,15.5,30.4,22.95,2021,"SSA_00235",29.5741,33.5752,33.8799,33.6713,33.5279,21.7057,19.0222,15.5507,7.92879,6.23862,2.1132
2174,2021-09-07,15.5,30.4,22.95,2021,"SSA_00235",35.9675,39.7284,39.9282,39.7612,39.0277,29.3156,25.9133,21.4335,11.1202,8.57427,2.88544
1096,2021-09-10,17.2,22.4,19.8,2021,"SSA_00238",27.1893,31.8757,33.3214,33.665,33.9514,19.5424,17.2112,14.7526,7.78422,6.24756,2.16295
1096,2021-09-10,17.2,22.4,19.8,2021,"SSA_00238",31.9747,36.7212,37.9003,38.241,38.5092,25.6504,22.38,18.4488,9.59687,7.48655,2.60553
2198,2021-09-07,15.5,30.4,22.95,2021,"SSA_00238",11.7945,14.7122,15.7184,16.0838,16.4111,8.96798,7.8784,6.71685,3.42032,2.722,0.759228
2198,2021-09-07,15.5,30.4,22.95,2021,"SSA_00238",29.6858,34.5784,35.5397,36.2616,36.1989,21.4685,18.883,16.6528,8.97602,7.58041,3.06276
1177,2021-08-20,16.3,23.4,19.85,2021,"SSA_00239",36.7495,47.0465,49.7697,49.8058,47.7687,22.6308,20.7079,18.1103,9.67349,7.97572,2.80793
1177,2021-08-20,16.3,23.4,19.85,2021,"SSA_00239",29.1183,35.8722,37.2825,35.7825,35.6277,20.2325,18.2575,15.7382,8.50188,7.25062,2.88871
1177,2021-08-20,16.3,23.4,19.85,2021,"SSA_00239",39.167,47.2588,48.4283,48.9871,48.2492,21.3892,19.9944,17.3218,9.25565,7.6067,2.67144
1013,2021-09-06,13.4,29.5,21.45,2021,"SSA_00240",21.2673,29.6415,34.7216,36.4243,37.0734,14.5859,12.5724,10.2977,5.23389,4.2168,1.36846
1013,2021-09-06,13.4,29.5,21.45,2021,"SSA_00240",18.3424,24.1524,26.7073,26.7011,26.8324,12.2801,10.6132,8.85241,4.47233,3.72761,1.2911
1013,2021-09-06,13.4,29.5,21.45,2021,"SSA_00240",20.6025,28.0635,31.7655,32.9716,33.4513,14.9312,12.9605,10.7149,5.34008,4.30267,1.3068
2067,2021-09-08,13.9,28.6,21.25,2021,"SSA_00240",24.9279,32.6155,34.8589,35.4237,35.8359,17.0461,15.105,12.6529,6.37366,5.09752,1.70551
2067,2021-09-08,13.9,28.6,21.25,2021,"SSA_00240",24.7385,31.646,33.9967,34.1179,34.0981,17.6879,15.2065,12.5853,6.468,5.22642,1.93086
2067,2021-09-08,13.9,28.6,21.25,2021,"SSA_00240",19.8229,27.4791,30.7863,31.4367,31.5522,13.7961,11.7112,9.43684,4.59198,3.5965,1.13706
1070,2021-08-31,12.9,16.7,14.8,2021,"SSA_00246",24.5281,26.2589,26.1937,26.1235,26.0631,18.2459,16.8718,15.0134,8.17676,6.76616,2.34906
1070,2021-08-31,12.9,16.7,14.8,2021,"SSA_00246",41.4982,47.0952,46.6083,46.8121,46.6581,30.5188,27.1605,22.8805,12.0359,9.70687,3.42198
1070,2021-08-31,12.9,16.7,14.8,2021,"SSA_00246",19.8879,21.3024,21.24,21.2415,20.8161,17.853,16.5958,14.7927,8.29333,7.06059,2.49648
2243,2021-08-31,12.9,16.7,14.8,2021,"SSA_00246",13.9849,15.6911,15.7585,15.8351,15.716,12.3546,11.5028,10.446,6.19255,5.91164,2.14564
2243,2021-08-31,12.9,16.7,14.8,2021,"SSA_00246",15.6484,17.727,18.194,18.2948,18.5796,11.8756,10.7531,9.83015,5.76015,5.16529,2.14421
2243,2021-08-31,12.9,16.7,14.8,2021,"SSA_00246",8.21703,10.0431,10.434,10.3144,10.6781,6.66204,6.37805,5.86259,3.32203,3.45738,1.3386
1217,2021-08-23,14.3,20.6,17.45,2021,"SSA_00254",23.9258,33.1699,37.3163,38.9999,38.3015,16.4567,14.8566,12.8594,6.99908,5.75332,2.22015
1217,2021-08-23,14.3,20.6,17.45,2021,"SSA_00254",25.2389,33.0612,37.2723,38.1433,37.9261,13.9333,12.8903,11.1937,5.94059,4.96786,1.68671
1217,2021-08-23,14.3,20.6,17.45,2021,"SSA_00254",23.7589,30.6307,33.5298,35.1056,35.9226,15.5111,13.5504,11.6179,6.2418,5.25706,1.99243
2033,2021-08-23,14.3,20.6,17.45,2021,"SSA_00254",26.4964,34.3433,37.3422,38.1911,37.7451,15.7195,14.2219,12.3506,6.65467,5.44223,2.03829
2033,2021-08-23,14.3,20.6,17.45,2021,"SSA_00254",29.4322,38.0437,41.4582,41.08,40.933,22.8194,19.7576,16.387,8.54092,6.77726,2.30144
2033,2021-08-23,14.3,20.6,17.45,2021,"SSA_00254",26.3139,33.5016,35.6129,36.3537,36.8574,20.5809,18.3856,15.6361,8.45079,6.83865,2.82882
1067,2021-08-23,14.3,20.6,17.45,2021,"SSA_00262",18.8676,23.3125,23.9654,23.9796,24.0715,11.1341,9.97936,8.48235,4.26631,3.36421,1.03057
1067,2021-08-23,14.3,20.6,17.45,2021,"SSA_00262",28.7517,35.9757,37.117,36.5295,36.8933,18.8217,16.6197,13.8635,7.10811,5.68895,1.89629
1067,2021-08-23,14.3,20.6,17.45,2021,"SSA_00262",15.5401,22.0835,24.9118,25.6128,25.7983,8.28644,7.78001,6.81534,3.40531,2.95928,0.897789
2169,2021-08-23,14.3,20.6,17.45,2021,"SSA_00262",31.7579,38.7773,40.0076,39.7858,38.8094,23.499,21.1196,17.9057,9.2361,7.38179,2.46707
2169,2021-08-23,14.3,20.6,17.45,2021,"SSA_00262",19.6927,26.5646,28.5763,28.713,28.4762,15.8886,14.2099,12.1441,6.12936,4.87325,1.53241
2169,2021-08-23,14.3,20.6,17.45,2021,"SSA_00262",20.1076,25.6229,26.9089,26.5132,26.555,11.559,10.254,8.66196,4.47665,3.67081,1.25857
1012,2021-08-31,12.9,16.7,14.8,2021,"SSA_00263",41.2485,49.5442,50.1337,50.4644,50.3052,26.1451,23.4148,19.755,10.3421,8.32659,2.68138
1012,2021-08-31,12.9,16.7,14.8,2021,"SSA_00263",15.9497,21.0527,22.7802,23.0959,23.2117,11.3922,10.0736,8.47877,4.29045,3.32209,0.999113
2107,2021-09-02,13.7,19.1,16.4,2021,"SSA_00263",27.4517,32.0865,33.5992,33.6793,33.623,15.8231,14.5083,12.4715,6.77626,5.50913,2.19627
2107,2021-09-02,13.7,19.1,16.4,2021,"SSA_00263",37.8966,42.5224,42.2067,41.8452,41.3708,27.4782,24.0611,20.0376,10.5325,8.2381,2.74088
2107,2021-09-02,13.7,19.1,16.4,2021,"SSA_00263",33.1529,42.7082,44.2541,43.8261,43.293,24.5294,21.8514,18.2132,9.28258,7.27418,2.46525
2156,2021-08-24,11,23,17,2021,"SSA_00271",15.5491,21.8955,25.7748,24.6501,24.0669,8.99507,8.0339,6.67002,3.36123,2.786,0.834213
2156,2021-08-24,11,23,17,2021,"SSA_00271",18.8006,27.1627,32.6823,33.0801,32.4555,14.1105,12.476,10.3237,5.28676,4.06344,1.33412
2156,2021-08-24,11,23,17,2021,"SSA_00271",27.5446,38.8003,44.7771,44.6854,42.445,15.7387,13.8576,11.602,5.9504,4.8417,1.57037
2289,2021-09-02,13.7,19.1,16.4,2021,"SSA_00279",27.248,30.3961,30.5081,30.2807,30.3351,21.5717,19.0447,15.9956,8.31911,6.53049,2.23493
2289,2021-09-02,13.7,19.1,16.4,2021,"SSA_00279",31.2994,36.5858,36.8058,36.7054,36.6182,21.9992,19.4858,16.1957,8.40279,6.49019,2.01946
1252,2021-08-24,11,23,17,2021,"SSA_00281",31.6372,39.5512,40.9765,41.0506,41.4638,18.697,16.1314,13.5211,6.97579,5.56647,1.91037
1252,2021-08-24,11,23,17,2021,"SSA_00281",24.1478,33.2599,36.9551,35.7953,33.899,12.4345,11.1532,9.60184,4.99007,4.39276,1.4517
2162,2021-08-26,14.1,17.5,15.8,2021,"SSA_00281",26.4624,34.847,37.1446,37.5241,37.7709,21.5093,19.8284,17.4925,9.19165,7.56662,2.62779
2162,2021-08-26,14.1,17.5,15.8,2021,"SSA_00281",23.1349,25.953,25.5929,25.108,24.8922,17.9069,17.089,15.1081,8.20763,6.79478,2.38909
2162,2021-08-26,14.1,17.5,15.8,2021,"SSA_00281",15.434,19.0335,17.9871,17.3623,16.6704,11.0246,10.5609,9.62536,5.28531,4.90488,1.47384
1082,2021-09-02,13.7,19.1,16.4,2021,"SSA_00285",18.4452,23.3048,25.1709,25.8997,26.2669,14.7677,12.9132,11.0994,5.75748,4.60531,1.55794
1082,2021-09-02,13.7,19.1,16.4,2021,"SSA_00285",12.7649,17.5855,18.9899,18.9459,19.0073,8.61375,7.45143,6.17537,3.01055,2.46029,0.71079
2123,2021-08-31,12.9,16.7,14.8,2021,"SSA_00285",9.65137,13.566,14.2244,14.4458,15.0084,6.66003,6.154,5.15054,2.36937,2.05308,0.435518
2123,2021-08-31,12.9,16.7,14.8,2021,"SSA_00285",14.362,19.2622,21.2037,21.4317,21.7659,8.2558,7.28558,5.83352,2.98737,2.50214,0.887239
1160,2021-09-10,17.2,22.4,19.8,2021,"SSA_00286",25.8766,35.6246,39.2856,39.0402,38.5919,19.9732,17.0987,14.9787,7.6379,5.90945,3.13807
1160,2021-09-10,17.2,22.4,19.8,2021,"SSA_00286",23.7433,32.7958,36.9409,37.3152,36.6212,19.6253,17.0323,14.0167,7.16767,5.85369,2.01083
1160,2021-09-10,17.2,22.4,19.8,2021,"SSA_00286",27.7594,38.6897,42.6784,42.5843,41.5923,14.4671,13.2685,11.467,5.85343,4.8088,1.58461
2075,2021-09-13,11.7,20.8,16.25,2021,"SSA_00286",24.5809,32.3111,33.8007,33.3776,33.1495,16.9371,14.7474,12.2393,6.32299,5.08631,1.51125
2075,2021-09-13,11.7,20.8,16.25,2021,"SSA_00286",29.0128,37.4213,38.184,37.3393,37.0927,21.8238,18.9552,15.9315,8.20449,6.53228,2.09723
2075,2021-09-13,11.7,20.8,16.25,2021,"SSA_00286",13.2274,18.614,20.9769,21.8329,21.8973,9.18202,7.99181,6.61178,3.34205,2.79997,0.795908
1027,2021-08-23,14.3,20.6,17.45,2021,"SSA_00299",34.9301,46.0962,49.9001,50.2268,49.3232,18.7616,16.7566,14.3196,7.46261,6.00385,2.16321
1027,2021-08-23,14.3,20.6,17.45,2021,"SSA_00299",28.5363,37.072,39.456,39.8482,39.828,15.9329,14.2443,12.0833,6.32286,5.1672,2.0542
1027,2021-08-23,14.3,20.6,17.45,2021,"SSA_00299",34.9315,41.7712,42.4506,41.7304,41.0549,20.8616,18.1583,15.1525,7.70419,6.14935,2.03228
2320,2021-08-18,15.3,20.1,17.7,2021,"SSA_00299",30.889,42.6055,47.4391,48.4948,48.8622,19.7944,17.6161,15.0142,7.84492,6.23917,2.27916
2320,2021-08-18,15.3,20.1,17.7,2021,"SSA_00299",42.6275,50.3077,51.2524,51.8567,51.9964,26.9348,23.7282,20.1723,10.4707,8.32671,2.96354
2320,2021-08-18,15.3,20.1,17.7,2021,"SSA_00299",34.932,42.4264,42.9478,42.5556,42.2161,21.5079,19.6409,17.1056,9.44142,7.80873,3.16976
1039,2021-09-01,13.3,17.9,15.6,2021,"SSA_00301",16.2383,21.3152,22.3041,22.6493,23.1982,12.4054,11.2271,9.98988,5.01889,4.18575,1.13219
1039,2021-09-01,13.3,17.9,15.6,2021,"SSA_00301",22.9667,28.9179,30.5261,31.2675,32.0182,14.9549,12.9393,11.0173,5.81366,4.82608,1.62182
1039,2021-09-01,13.3,17.9,15.6,2021,"SSA_00301",21.5823,25.1973,25.3411,25.3059,24.9053,16.8948,15.3627,13.5494,7.43379,6.23535,2.0653
