Km2_HCO3,Km6_CO2,Km6_O2,Km7_PGA,Km18_Ru5P,Ki57,Vm6y22,KaRac,tao_ActRubisco,BBslope,Vm6y23
1.63908327892461,9.39912189700395,9.06643965765669,2.69307153878183,5.51694536772375,2.0538118064434,6.89157510811095,2.45155558140819,1.8976211172421,1.167362079091,2.66046814131301
1.78021908131516,2.16924655744545,1.72948611103717,4.67002594158341,3.7971847709482,2.46037149967443,1.4012955503189,2.09025596475105,1.41162164136957,1.18299494654464,1.42279583886447
1.14140643399918,5.28586169949542,5.28619289819318,2.24750038643144,1.59407552886778,2.98906288462723,3.39862294467578,8.82513353976292,12.19557351866,1.29397388170433,1.46706001712471
1.09116444485494,1.02817307638092,1.22183318129348,1.30437557358525,1.30706821776294,1.12316963227813,1.17610782722031,1.35444830668802,1.02965052865395,1.07162109549499,1.04157508968216
1.21089806913738,3.07356230765944,1.54204592321128,1.85764628769294,2.52115104820228,1.35172187944285,1.1951913589978,1.25686083344278,1.43174605605065,1.06286436105599,1.24710452188125
1.74258215158783,2.43034845626587,3.34950550360492,2.33878609817719,1.6358805368304,2.39766046467405,1.34515340730312,7.31546522581296,5.14770486487511,1.04950426888723,1.31969197398193
1.50581573927888,3.87654760529687,2.04426929162571,2.41423796934609,1.63458067119062,2.0006412887727,2.04317061712201,2.11600524666845,1.82829212754127,1.12344474931102,1.71528144184099
1.75507475813064,6.22511700708133,4.67143138293558,1.76631426362912,11.9696434915488,4.41010418087501,1.9249791751568,2.39200824943223,7.18904813691198,1.22867239737785,1.63882049970134
1.687126707154,4.35918566772149,2.16436760152099,1.91513913476096,2.66111340654062,3.34182409864317,1.80144289742411,2.12407258219532,6.74828440527353,1.19228306611044,1.88423619842148
1.87580293937272,3.72624618169642,6.27759591156756,1.40026123615335,1.74936159863412,18.8737665640897,1.109288779218,2.17088724325703,1.60158850139629,1.44064506199105,1.25564928232741
1.61693303775003,1.79119470451015,4.16608839462858,1.69049087833413,4.6475961978462,2.09248749848216,1.37010990078175,2.03069073931029,1.72546658647591,1.14070561779337,1.58766109194393
1.2336890463483,5.68736378565668,2.98151663957303,2.03379031608325,1.63064455183964,2.48220152809128,1.16489262541408,3.69416277189907,7.19776844727912,1.12851063122503,1.30283359603084
1.00380109987202,1.00375624472664,1.00199015421758,1.00608744863521,1.00449534679902,1.00294261852594,1.00057317464871,1.00407341039309,1.00751271792308,1.00098691465267,1.00131981671114
1.95998478689524,1.59822381138459,1.93665139313044,1.81909249904515,1.71923880282955,1.54206579100911,1.21746556694929,1.58215581895397,1.52976803028352,1.06471558310993,1.11831956021541
1.14061221391919,2.8514054444563,4.98391750190058,2.79806463215313,2.06595491864013,1.93166205914596,1.20954800242268,5.81943375844458,3.23512832894863,1.08726221058245,1.16688608546587
1.19285299763014,2.02080442456965,2.17522532719313,1.37323068287615,1.38737632762671,1.22401753460597,1.06652684893219,1.81047553563642,1.29477981724064,1.04297694953951,1.07243856888573
1.46424938276489,1.28602512421606,1.67421606243899,1.40061426401953,2.11864056898948,3.7428745486661,1.24410183232962,1.13296414130142,1.70089053822756,1.13095435359474,1.17783790289284
1.4244120036886,14.6673758382209,3.10696732042864,1.83323559553464,3.77917595278253,2.44322875688847,3.23930082249704,8.64489303433164,4.35056012577825,1.10419432797457,2.61822378388747
1.12297615490024,2.18600560746085,1.60221068853844,1.63786937167469,1.71160101091748,1.41843932450435,1.05594164715838,4.06580805540513,1.63027438137593,1.06875621676009,1.10736940549964
1.53130595164482,1.23583431114261,1.83440821641555,1.36582953398571,1.29795740097343,1.42407552325713,1.086621816365,1.58398908870695,1.41799170961117,1.27316888346334,1.20631148993557
1.17447204066587,1.30567845667568,1.9417925162256,1.21030999990806,1.55945957801287,2.02873324182017,1.15718578586717,1.37530918431355,1.36446868984442,1.11964817172643,1.22930651069886
2.2565674227684,1.66792032288901,1.59719454818491,1.16354274411517,1.61850115227047,1.14574811876811,1.07979107701098,1.32046863996882,1.5607038464731,1.19654337209259,1.12806716081439
1.57162759918391,1.15582817253128,1.09924719310156,1.18393395358695,1.07328593756496,1.21864901244844,1.04671362921622,1.46885076492667,1.55401315176014,1.07180568318587,1.08209902362241
2.43969989078567,1.67347533738142,1.89267873153925,4.54116818141789,2.25484593614017,2.4119209122239,1.15907245553523,4.57596695923485,2.13725946140327,1.18722095979519,1.25627856645601
1.22450731983213,2.08264583898965,1.3149552603318,1.42400764218679,1.42707726632413,1.53665554383859,1.20944338609375,1.1525900454785,1.14608206045479,1.0433460418823,1.19727255914378
1.14126816884373,1.66486892471607,2.54046441085867,2.02701600754914,1.16999060171272,1.91385619120482,1.546415055518,2.27948185973043,1.21280593889368,1.0360963198489,1.52283600790457
1.43565420763549,3.12639922332883,1.78337735234404,5.86618957163842,1.68122455301776,2.12490154607336,1.26272216917621,13.5267242112451,1.80447651311359,1.30243303512748,1.3588034058031
1.10862504685508,1.16472227425399,1.46055207341259,1.78291741674466,1.3570987182969,2.23052232262034,1.14617340772614,3.90923856762937,2.32922164340968,1.14371777952233,1.11173202368016
1.01042994022726,1.02381227079124,1.04283841703906,1.1766829669395,1.08516839366802,1.05189049311714,1.00580851479614,1.22199610873571,1.19975948151467,1.01743424721663,1.00763615304711
1.16763635020381,1.6971962654142,1.1945217315966,1.39515692522744,1.16272248205327,1.28626097075988,1.29956832217422,2.51841840384918,1.23332241315326,1.06279777658462,1.20349524334972
2.16233255013743,7.54456290046271,25.7417770633308,1.57783972719254,2.08730287564245,2.21835961520105,1.47418420323093,2.84776684963369,1.82561844158665,1.26235198455492,1.31652158680471
1.06663459494438,1.16215532635533,2.33129316449811,1.02713110471253,1.05999480309755,1.1245587858847,1.13615359035904,1.1766693988272,1.45557149855128,1.01477659750963,1.0939053665737
1.55153446022332,1.15746001230049,1.32916662189956,1.5957264482329,1.16362792811784,2.26952714148041,1.03928484689285,1.39131554106842,1.19358028778838,1.12102276677559,1.06542829751869
3.2146967679097,2.09401420373498,2.64850507783537,1.29545016802704,4.19876816125959,1.46876586239647,2.89319468383964,2.41973862566008,7.33744265377369,1.21152404348015,1.24556654435183
1.55415135319422,1.69822144955665,2.44416878939829,1.88934949637583,1.79714527888197,2.28357150671425,1.34130457281516,2.49188332140244,2.35053702139584,1.10156396519963,1.21173034354299
1.12356976518331,1.15741386500414,1.5343361993569,1.85139529006852,1.55946860193119,1.65787583688138,1.11521485288505,1.58296856361964,1.86493982359803,1.09559396530881,1.17822383303348
3.5569968682176,1.7391676336275,1.88433506890078,2.50111894647164,1.68600764142724,3.18527975975745,1.22527720934824,1.82783266484371,1.66108845302424,1.26373392678375,1.47769728400571
1.15433853615436,1.27980242192306,1.32668211905842,6.41479436929851,2.92307847264221,4.99512351020675,1.05435002661316,11.2783182495454,2.6818796589691,1.15967864914728,1.1223537629447
1.1652401886004,1.49000514604742,1.20308703087385,1.33052684932615,1.90656792965218,1.68483174112906,1.12474554690323,1.48313748700474,1.69523903385965,1.1029203342118,1.09622706455626
1.69083338086729,1.55049207131495,1.31452109972534,2.15769963297383,2.2969122070524,1.60440473774474,1.2077202399947,1.9545597719484,1.98124297623993,1.11537009335364,1.30850614952033
1.18352295966429,7.29535321420078,4.49736517519206,2.33998368830089,2.63477340541945,1.53730510320824,1.37328720695892,1.46673243201989,1.36869577381945,1.09679795543771,1.28878139836071
1.13908680854202,1.66303801238325,1.34075450233658,1.47735921213051,1.17972580871835,1.26622641725941,1.1473706398794,2.06422827600829,1.29185673239043,1.07489759333958,1.11483140118489
1.17093156368326,1.28022223798173,1.30026056662446,1.12458238314997,1.20759444900889,1.31208789803969,1.05025235835632,1.08129956693582,1.12392509658359,1.1135763276653,1.08885165837635
1.22712928128537,1.59020853368875,3.30610486462996,1.20459654571652,1.32764051578841,1.75893024777901,1.05699721848189,2.20692540393751,1.2546844580547,1.12512489251323,1.06067027705514
1.05839660471955,1.16033185389266,1.85067401245444,1.16722012872384,1.31342884309445,1.62788380380803,1.41465164797098,1.3338244416297,1.33971775762568,1.11392236530578,1.07838994306897
