Accession,ACa_400,ACa_600,ACa_800,ACa_1000,ACa_1250,ACa_300,ACa_250,ACa_200,ACa_100,ACa_75,ACa_25,GsCa_400,GsCa_600,GsCa_800,GsCa_1000,GsCa_1250,GsCa_300,GsCa_250,GsCa_200,GsCa_100,GsCa_75,GsCa_25,AQ_1800,AQ_1100,AQ_500,AQ_300,AQ_150,AQ_50
SSA_00041,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00050,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00062,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00067,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00068,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00070,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00075,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00079,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00080,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00091,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00096,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00097,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00105,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00108,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00110,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00113,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00119,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00121,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00123,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00126,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00128,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00135,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00138,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00139,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00151,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00156,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00160,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00173,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00178,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00179,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00186,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00187,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00197,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00204,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00209,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00216,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00222,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00227,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00229,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00235,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00238,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00239,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00240,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00241,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00254,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00262,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00271,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00275,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00279,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00286,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00299,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00304,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00312,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00359,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
SSA_00367,43.2312,43.8431,44.3855,44.8754,45.3654,42.9808,42.3461,39.9566,22.9762,17.9383,5.93891,0.235198,0.225352,0.209165,0.19149,0.173673,0.248976,0.285046,0.328747,0.380949,0.431096,0.471149,43.2312,38.0285,19.8186,11.1358,2.46353,-1.22845
