Accession,ACa2022_400,ACa2022_600,ACa2022_800,ACa2022_1000,ACa2022_1250,ACa2022_300,ACa2022_250,ACa2022_200,ACa2022_100,ACa2022_75,ACa2022_25,ACa2023_400,ACa2023_600,ACa2023_800,ACa2023_1000,ACa2023_1250,ACa2023_300,ACa2023_250,ACa2023_200,ACa2023_100,ACa2023_75,ACa2023_25,GsCa2022_400,GsCa2022_600,GsCa2022_800,GsCa2022_1000,GsCa2022_1250,GsCa2022_300,GsCa2022_250,GsCa2022_200,GsCa2022_100,GsCa2022_75,GsCa2022_25,GsCa2023_400,GsCa2023_600,GsCa2023_800,GsCa2023_1000,GsCa2023_1250,GsCa2023_300,GsCa2023_250,GsCa2023_200,GsCa2023_100,GsCa2023_75,GsCa2023_25,AQ2022_1800,AQ2022_1100,AQ2022_500,AQ2022_300,AQ2022_150,AQ2022_50,AQ2023_1800,AQ2023_1100,AQ2023_500,AQ2023_300,AQ2023_150,AQ2023_50
SSA_00018,46.9225,47.507,47.9331,48.2806,48.6284,46.2218,45.7744,42.7822,24.2545,19.0181,6.29067,44.4699,45.0875,45.6131,46.074,46.5169,44.1517,43.5237,40.9006,23.4149,18.2955,6.05617,0.251763,0.241623,0.224249,0.20507,0.185637,0.268432,0.308042,0.356025,0.412176,0.465267,0.508162,0.241871,0.231687,0.214925,0.196614,0.178152,0.255359,0.292722,0.337832,0.39134,0.442404,0.483371,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00024,44.5829,45.191,45.7056,46.158,46.5937,44.2425,43.6214,40.9735,23.4476,18.3204,6.06434,42.8091,43.4074,43.9365,44.4239,44.9188,42.549,41.922,39.6413,22.8387,17.821,5.89909,0.245119,0.234343,0.217076,0.198349,0.179546,0.255581,0.293084,0.338326,0.391947,0.443113,0.484162,0.237509,0.226807,0.210033,0.191952,0.173863,0.246987,0.282525,0.325694,0.377458,0.427396,0.467123,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00033,42.8873,43.4902,44.0252,44.515,45.0102,42.6418,42.0108,39.6683,22.8336,17.8257,5.90203,44.3459,44.9559,45.4815,45.9452,46.3934,44.025,43.3965,40.8114,23.3794,18.2621,6.04494,0.235985,0.225674,0.209195,0.191338,0.173416,0.246538,0.28233,0.325664,0.377488,0.427393,0.467196,0.242014,0.231687,0.214842,0.196485,0.178001,0.254901,0.292084,0.337026,0.390405,0.441393,0.482256,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00041,44.806,45.4122,45.9204,46.3633,46.7885,44.4405,43.8285,41.1564,23.5373,18.3911,6.08717,44.1579,44.7773,45.3116,45.7835,46.2413,43.8683,43.2328,40.6517,23.2939,18.2,6.02522,0.246606,0.235709,0.218288,0.199406,0.180453,0.257044,0.294717,0.340196,0.394066,0.445421,0.486633,0.239464,0.229519,0.213026,0.194976,0.176755,0.253472,0.290569,0.335345,0.388513,0.439318,0.480059,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00050,44.3152,44.9366,45.4683,45.9357,46.3864,44.0176,43.384,40.7711,23.3482,18.2454,6.04011,43.7173,44.3313,44.8672,45.3473,45.8217,43.4464,42.8096,40.3084,23.1337,18.0681,5.98205,0.240218,0.230251,0.213702,0.195583,0.17729,0.254261,0.291529,0.336489,0.389823,0.440746,0.481606,0.238474,0.228356,0.211831,0.19382,0.175682,0.250986,0.287641,0.331918,0.384618,0.435102,0.475515,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00062,44.0921,44.7083,45.2419,45.7148,46.1751,43.8021,43.1667,40.6004,23.2712,18.1803,6.01872,44.3793,44.9925,45.5177,45.9805,46.4271,44.0596,43.4315,40.8382,23.3912,18.2722,6.04829,0.239612,0.229576,0.213028,0.194943,0.176704,0.25312,0.290141,0.334836,0.387933,0.438694,0.479383,0.24211,0.231794,0.214949,0.196587,0.178095,0.255069,0.292294,0.33728,0.390697,0.441709,0.482601,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00067,44.9256,45.5409,46.0564,46.4995,46.9208,44.5619,43.9495,41.27,23.5935,18.4388,6.10247,44.1031,44.7212,45.2568,45.7304,46.1907,43.818,43.1811,40.6013,23.2671,18.1801,6.01886,0.244041,0.233793,0.216864,0.198354,0.179679,0.258292,0.296023,0.341624,0.395632,0.447071,0.488372,0.239075,0.229163,0.212711,0.194702,0.17652,0.252993,0.290066,0.33479,0.387893,0.438645,0.479348,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00068,44.8389,45.4554,45.9724,46.4188,46.8441,44.4862,43.8701,41.194,23.5545,18.4086,6.09283,42.9189,43.5233,44.0537,44.5408,45.034,42.6615,42.033,39.7277,22.8784,17.853,5.90983,0.243827,0.23355,0.21662,0.198121,0.179466,0.257577,0.295265,0.340782,0.394691,0.446054,0.487294,0.237588,0.226968,0.210232,0.192166,0.174075,0.247552,0.283219,0.326522,0.378406,0.428412,0.468223,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00070,45.3519,45.9581,46.4553,46.8761,47.2774,44.9303,44.3428,41.5928,23.7409,18.561,6.14222,42.1104,42.7084,43.2431,43.7378,44.2445,41.9076,41.2839,39.0102,22.4917,17.5691,5.81896,0.247632,0.236994,0.219641,0.200729,0.181687,0.26043,0.298576,0.344668,0.399133,0.45092,0.492546,0.231823,0.221728,0.205604,0.188135,0.170604,0.240869,0.276148,0.318741,0.369713,0.418963,0.458238,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00075,44.5601,45.1686,45.684,46.1374,46.5742,44.2224,43.6005,40.9543,23.4378,18.3129,6.06195,44.8377,45.4472,45.962,46.4075,46.8327,44.4728,43.859,41.2047,23.5674,18.4137,6.09414,0.244905,0.234155,0.216914,0.198211,0.179429,0.25542,0.292908,0.338126,0.391722,0.442867,0.4839,0.244481,0.23406,0.217015,0.198426,0.179701,0.257906,0.295516,0.340999,0.394916,0.446299,0.487526,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00079,44.3909,45.0061,45.5332,45.9966,46.4432,44.0761,43.4465,40.8388,23.3866,18.2719,6.04843,43.5052,44.1093,44.6373,45.1164,45.5952,43.2236,42.5914,40.1612,23.077,18.0133,5.96325,0.241531,0.231349,0.214608,0.196326,0.177896,0.254935,0.292214,0.337231,0.390653,0.441656,0.482562,0.240413,0.229697,0.212745,0.194425,0.176069,0.250232,0.286566,0.330551,0.38304,0.433436,0.473677,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00080,44.978,45.5951,46.1124,46.5547,46.974,44.6163,44.0033,41.2993,23.6008,18.4498,6.10629,44.0953,44.7117,45.2456,45.7185,46.1787,43.8058,43.1702,40.6019,23.2713,18.1807,6.01889,0.243378,0.233316,0.216524,0.198113,0.179511,0.25834,0.296174,0.341854,0.395907,0.447366,0.488713,0.23955,0.22953,0.212994,0.194918,0.176685,0.253111,0.290141,0.334841,0.387942,0.438703,0.479395,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00091,43.8411,44.4559,44.9895,45.4666,45.936,43.5659,42.929,40.3926,23.1687,18.0987,5.9923,42.0242,42.6182,43.1512,43.6455,44.1526,41.8171,41.1959,38.9529,22.4695,17.5496,5.81205,0.239368,0.229168,0.212548,0.194443,0.176216,0.251361,0.28819,0.332623,0.385446,0.436011,0.47652,0.231766,0.221607,0.205452,0.18797,0.17044,0.240689,0.275824,0.318297,0.369183,0.418396,0.457603,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00096,45.1868,45.7996,46.3062,46.7366,47.1455,44.7861,44.1884,41.4987,23.7107,18.5286,6.13114,44.0955,44.7001,45.2233,45.691,46.1484,43.7863,43.1553,40.5961,23.2727,18.1763,6.01724,0.245692,0.235322,0.218229,0.199547,0.180706,0.260362,0.298228,0.344088,0.3984,0.45008,0.491568,0.242742,0.232042,0.214959,0.196451,0.177878,0.252952,0.28996,0.334641,0.38774,0.438535,0.479217,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00097,44.3404,44.956,45.4821,45.9461,46.3945,44.0261,43.3971,40.8088,23.3769,18.2609,6.04463,43.1479,43.7618,44.3036,44.7942,45.2858,42.9028,42.2688,39.8938,22.9464,17.9143,5.93103,0.241841,0.231551,0.214734,0.196401,0.177936,0.254846,0.29204,0.336986,0.390363,0.441345,0.48221,0.235054,0.225169,0.20897,0.191297,0.173491,0.24852,0.28451,0.328122,0.380239,0.43033,0.470323,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00105,44.852,45.4696,45.9883,46.4353,46.8602,44.5029,43.8854,41.1955,23.5506,18.4089,6.09311,44.7237,45.3466,45.8724,46.3266,46.7585,44.3993,43.7735,41.0784,23.4862,18.3631,6.07864,0.243282,0.233131,0.2163,0.197877,0.17928,0.257462,0.295202,0.340748,0.394662,0.446019,0.487274,0.241506,0.231621,0.215036,0.196829,0.178416,0.256327,0.294035,0.339471,0.393232,0.444456,0.485627,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00108,44.9296,45.5443,46.0592,46.5017,46.9227,44.5637,43.952,41.2757,23.5976,18.4411,6.10316,43.9783,44.5961,45.1302,45.6054,46.0699,43.6969,43.0607,40.5108,23.2282,18.1456,6.00741,0.244236,0.23395,0.21699,0.198454,0.179758,0.258375,0.296097,0.341698,0.395712,0.447159,0.488462,0.239381,0.229298,0.212739,0.194661,0.176441,0.252415,0.289339,0.333912,0.38689,0.437566,0.478174,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00110,44.7327,45.346,45.8647,46.3152,46.7454,44.3856,43.7663,41.111,23.5172,18.3767,6.0824,43.0775,43.678,44.2074,44.6924,45.1822,42.813,42.1826,39.8282,22.9185,17.8875,5.9218,0.243583,0.233262,0.216325,0.197837,0.179203,0.257001,0.294576,0.339966,0.39376,0.445042,0.486199,0.23858,0.227883,0.211048,0.192882,0.174695,0.247879,0.283786,0.327293,0.379328,0.429418,0.469347,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00113,43.1265,43.732,44.2705,44.7597,45.2511,42.8678,42.2358,39.8869,22.9512,17.9137,5.93025,41.6622,42.2472,42.7745,43.2669,43.7755,41.4474,40.8352,38.7089,22.3709,17.4674,5.7829,0.235916,0.225825,0.209466,0.19167,0.173771,0.248739,0.284625,0.328171,0.38027,0.430378,0.470342,0.231034,0.220716,0.204519,0.187054,0.169576,0.239818,0.274389,0.316375,0.366903,0.415953,0.454882,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00119,43.8381,44.4527,44.9862,45.4634,45.9328,43.5632,42.9262,40.3882,23.1658,18.0967,5.9917,42.5291,43.1332,43.673,44.1681,44.6706,42.3045,41.6768,39.3954,22.7018,17.724,5.86858,0.239392,0.229184,0.212559,0.194449,0.17622,0.251293,0.288127,0.332559,0.385378,0.435938,0.476446,0.232754,0.222821,0.20673,0.189229,0.171628,0.244719,0.280154,0.323104,0.374554,0.424183,0.463735,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00121,44.4335,45.0495,45.5766,46.0392,46.484,44.118,43.4885,40.868,23.3982,18.2829,6.05212,42.9208,43.5261,44.0609,44.5503,45.0447,42.6772,42.0456,39.6902,22.8417,17.833,5.90461,0.24147,0.231337,0.214626,0.196362,0.177941,0.255082,0.292421,0.337493,0.390957,0.441986,0.482926,0.236199,0.225874,0.209374,0.191496,0.173553,0.246583,0.282435,0.325819,0.377677,0.427599,0.46743,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00123,41.3054,41.8986,42.4309,42.9263,43.4383,41.1268,40.5193,38.4121,22.2109,17.3511,5.74578,43.145,43.7544,44.292,44.7805,45.2711,42.8893,42.2571,39.9006,22.9566,17.9182,5.93183,0.226904,0.217164,0.201512,0.184525,0.167461,0.237254,0.271633,0.313321,0.363472,0.412177,0.450882,0.236279,0.22613,0.20972,0.19188,0.173943,0.248761,0.284685,0.328261,0.380381,0.430504,0.470485,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00126,42.2147,42.8094,43.3429,43.8366,44.3418,42.0035,41.3784,39.086,22.5282,17.5971,5.82821,44.07,44.6838,45.2127,45.6836,46.1433,43.7699,43.138,40.6048,23.2846,18.1833,6.01914,0.232821,0.222601,0.206353,0.188772,0.171142,0.241345,0.276729,0.319431,0.370507,0.419835,0.459181,0.241017,0.230666,0.213868,0.195589,0.177198,0.253484,0.290383,0.335013,0.388106,0.438896,0.479557,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00128,42.1896,42.7829,43.3173,43.8116,44.3174,41.9794,41.3544,39.0634,22.5159,17.5883,5.82543,42.7866,43.3811,43.9146,44.4045,44.9011,42.5362,41.9067,39.5845,22.794,17.7939,5.89146,0.232342,0.2222,0.206021,0.188499,0.170919,0.241158,0.276527,0.319206,0.370252,0.419551,0.45888,0.235974,0.225573,0.209047,0.191167,0.173239,0.245932,0.281615,0.324828,0.376539,0.426374,0.466099,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00135,45.1307,45.7404,46.2443,46.6752,47.0862,44.7396,44.1394,41.4126,23.6543,18.4908,6.1196,42.5731,43.17,43.7001,44.19,44.689,42.3229,41.6982,39.4582,22.7505,17.7529,5.87657,0.246749,0.236106,0.218807,0.199971,0.181016,0.258969,0.296951,0.342805,0.397025,0.448626,0.490087,0.23595,0.225375,0.208759,0.190835,0.172897,0.245738,0.28104,0.323949,0.375463,0.425229,0.464787,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00138,40.7691,41.3355,41.8506,42.3367,42.8448,40.5722,39.9782,37.9735,21.9993,17.1903,5.69081,43.1445,43.7527,44.2889,44.7767,45.267,42.8855,42.2539,39.9035,22.9602,17.9198,5.93217,0.227785,0.217389,0.201334,0.184101,0.166902,0.234121,0.267944,0.309014,0.358581,0.406975,0.445285,0.236701,0.226463,0.20998,0.192083,0.174101,0.248845,0.284747,0.328312,0.380433,0.430568,0.470546,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00139,41.6111,42.2016,42.7344,43.2297,43.7403,41.413,40.8003,38.6594,22.3382,17.4458,5.77668,43.1403,43.7448,44.2785,44.7651,45.2547,42.8732,42.2429,39.9089,22.9686,17.9233,5.93291,0.229003,0.219075,0.203202,0.186,0.168735,0.239222,0.273827,0.315806,0.366278,0.415233,0.45414,0.23746,0.227055,0.21044,0.192439,0.174376,0.249074,0.284914,0.328447,0.380569,0.430728,0.470695,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00151,46.3988,46.9996,47.4599,47.8318,48.194,45.8181,45.313,42.3998,24.0966,18.8738,6.24366,42.7248,43.3249,43.8572,44.347,44.8442,42.4774,41.8496,39.5586,22.7896,17.7871,5.88861,0.24881,0.238836,0.221742,0.202868,0.183734,0.266201,0.305311,0.35264,0.40823,0.460866,0.503321,0.23606,0.225594,0.209028,0.191124,0.173184,0.246078,0.281625,0.324743,0.376407,0.426237,0.465914,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00156,43.2362,43.8397,44.3694,44.8527,45.339,42.9619,42.3316,39.9767,22.9996,17.9473,5.94087,45.4739,46.08,46.575,46.9908,47.3871,45.0514,44.467,41.6348,23.7362,18.5738,6.1473,0.239058,0.228398,0.211554,0.193359,0.175131,0.249391,0.28535,0.328994,0.381214,0.431452,0.471487,0.247531,0.237019,0.219738,0.200863,0.181837,0.259886,0.29836,0.344666,0.399216,0.451042,0.492784,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00160,42.7499,43.3545,43.8987,44.3945,44.8946,42.5274,41.8938,39.5337,22.7531,17.7715,5.88537,42.6793,43.2765,43.8089,44.2991,44.7971,42.4304,41.8033,39.5248,22.7749,17.775,5.88451,0.232562,0.222856,0.206897,0.189471,0.171905,0.245124,0.280924,0.324176,0.375834,0.425552,0.465276,0.23581,0.225355,0.20881,0.190929,0.173012,0.245911,0.281394,0.324452,0.376068,0.425869,0.465511,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00173,43.2498,43.8543,44.3897,44.8759,45.3636,42.9972,42.3611,39.9166,22.9383,17.9153,5.93244,43.0399,43.6458,44.1877,44.6796,45.1738,42.8092,42.1712,39.7324,22.8383,17.8431,5.9095,0.237297,0.227019,0.210481,0.192526,0.174486,0.247718,0.284008,0.327797,0.37998,0.430093,0.470171,0.234552,0.224674,0.208508,0.190878,0.173118,0.246051,0.282242,0.325849,0.377794,0.427695,0.467636,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00178,42.2416,42.8423,43.3802,43.8759,44.3819,42.0187,41.3967,39.198,22.6189,17.6551,5.84481,43.1652,43.7698,44.3091,44.7983,45.2891,42.9074,42.2741,39.9041,22.9539,17.9185,5.93221,0.231698,0.221741,0.205699,0.188276,0.170769,0.243868,0.278891,0.321472,0.372637,0.422111,0.461447,0.235811,0.225774,0.20945,0.191677,0.17379,0.248645,0.284623,0.328233,0.380362,0.430475,0.470472,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00179,41.7613,42.3483,42.8746,43.3662,43.8737,41.5434,40.9295,38.785,22.4075,17.4951,5.79208,42.7175,43.3178,43.8503,44.3402,44.8376,42.4707,41.843,39.5533,22.7871,17.7851,5.88797,0.232083,0.221629,0.2053,0.187715,0.170133,0.240282,0.274959,0.317054,0.367686,0.416815,0.455814,0.235963,0.225511,0.208958,0.191066,0.173136,0.246047,0.281586,0.324696,0.376352,0.426176,0.465849,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00186,43.0822,43.6875,44.2264,44.7162,45.2087,42.8455,42.2084,39.7681,22.8579,17.8567,5.91377,43.6415,44.257,44.7927,45.2737,45.7504,43.3693,42.7345,40.2772,23.1305,18.0593,5.97852,0.235634,0.225564,0.209233,0.191466,0.173594,0.246335,0.28255,0.326193,0.378185,0.428135,0.468102,0.238383,0.22822,0.211678,0.193663,0.175531,0.251225,0.287694,0.331845,0.384486,0.434954,0.475303,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
SSA_00187,45.5925,46.2062,46.7033,47.1159,47.5071,45.1767,44.592,41.6923,23.7436,18.5954,6.15496,42.2568,42.8452,43.3778,43.8708,44.3752,42.0364,41.4111,39.1151,22.5432,17.6081,5.83177,0.246085,0.235987,0.219006,0.200351,0.181482,0.259782,0.298528,0.345025,0.399668,0.451542,0.493396,0.233344,0.223044,0.206723,0.189079,0.171397,0.241564,0.276976,0.319712,0.370826,0.420188,0.459558,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138,35.4284,32.8803,19.1909,11.1025,3.34447,-1.22138
