"ID","Accession","Year","Plot","Block","Replicate","Repeat"
"2021_1161_1","SSA_00010",2021,1161,1,1,1
"2021_1161_2","SSA_00010",2021,1161,1,1,2
"2021_1161_3","SSA_00010",2021,1161,1,1,3
"2021_2052_1","SSA_00010",2021,2052,4,2,1
"2021_2052_2","SSA_00010",2021,2052,4,2,2
"2021_2052_3","SSA_00010",2021,2052,4,2,3
"2021_1065_1","SSA_00011",2021,1065,1,1,1
"2021_1065_2","SSA_00011",2021,1065,1,1,2
"2021_1065_3","SSA_00011",2021,1065,1,1,3
"2021_2316_1","SSA_00011",2021,2316,4,2,1
"2021_2316_2","SSA_00011",2021,2316,4,2,2
"2021_2316_3","SSA_00011",2021,2316,4,2,3
"2021_1230_1","SSA_00012",2021,1230,6,1,1
"2021_1230_2","SSA_00012",2021,1230,6,1,2
"2021_1230_3","SSA_00012",2021,1230,6,1,3
"2021_2214_1","SSA_00012",2021,2214,6,2,1
"2021_2214_2","SSA_00012",2021,2214,6,2,2
"2021_2214_3","SSA_00012",2021,2214,6,2,3
"2021_1110_1","SSA_00013",2021,1110,6,1,1
"2021_1110_2","SSA_00013",2021,1110,6,1,2
"2021_1110_3","SSA_00013",2021,1110,6,1,3
"2021_2065_1","SSA_00013",2021,2065,1,2,1
"2021_2065_2","SSA_00013",2021,2065,1,2,2
"2021_2065_3","SSA_00013",2021,2065,1,2,3
"2021_1186_1","SSA_00014",2021,1186,2,1,1
"2021_1186_2","SSA_00014",2021,1186,2,1,2
"2021_1186_3","SSA_00014",2021,1186,2,1,3
"2021_2180_1","SSA_00014",2021,2180,4,2,1
"2021_2180_2","SSA_00014",2021,2180,4,2,2
"2021_2180_3","SSA_00014",2021,2180,4,2,3
"2021_1083_1","SSA_00015",2021,1083,3,1,1
"2021_1083_2","SSA_00015",2021,1083,3,1,2
"2021_1083_3","SSA_00015",2021,1083,3,1,3
"2021_2160_1","SSA_00015",2021,2160,8,2,1
"2021_2160_2","SSA_00015",2021,2160,8,2,2
"2021_2160_3","SSA_00015",2021,2160,8,2,3
"2021_1036_1","SSA_00016",2021,1036,4,1,1
"2021_1036_2","SSA_00016",2021,1036,4,1,2
"2021_1036_3","SSA_00016",2021,1036,4,1,3
"2021_2048_1","SSA_00016",2021,2048,8,2,1
"2021_2048_2","SSA_00016",2021,2048,8,2,2
"2021_2048_3","SSA_00016",2021,2048,8,2,3
"2021_1014_1","SSA_00017",2021,1014,6,1,1
"2021_1014_2","SSA_00017",2021,1014,6,1,2
"2021_1014_3","SSA_00017",2021,1014,6,1,3
"2021_2192_1","SSA_00017",2021,2192,8,2,1
"2021_2192_2","SSA_00017",2021,2192,8,2,2
"2021_2192_3","SSA_00017",2021,2192,8,2,3
"2021_1046_1","SSA_00018",2021,1046,6,1,1
"2021_1046_2","SSA_00018",2021,1046,6,1,2
"2021_1046_3","SSA_00018",2021,1046,6,1,3
"2021_2016_1","SSA_00018",2021,2016,8,2,1
"2021_2016_2","SSA_00018",2021,2016,8,2,2
"2021_2016_3","SSA_00018",2021,2016,8,2,3
"2021_1097_1","SSA_00019",2021,1097,1,1,1
"2021_1097_2","SSA_00019",2021,1097,1,1,2
"2021_1097_3","SSA_00019",2021,1097,1,1,3
"2021_2170_1","SSA_00019",2021,2170,2,2,1
"2021_2170_2","SSA_00019",2021,2170,2,2,2
"2021_2170_3","SSA_00019",2021,2170,2,2,3
"2021_1289_1","SSA_00020",2021,1289,1,1,1
"2021_1289_2","SSA_00020",2021,1289,1,1,2
"2021_1289_3","SSA_00020",2021,1289,1,1,3
"2021_2150_1","SSA_00020",2021,2150,6,2,1
"2021_2150_2","SSA_00020",2021,2150,6,2,2
"2021_2150_3","SSA_00020",2021,2150,6,2,3
"2021_1283_1","SSA_00021",2021,1283,3,1,1
"2021_1283_2","SSA_00021",2021,1283,3,1,2
"2021_1283_3","SSA_00021",2021,1283,3,1,3
"2021_2073_1","SSA_00021",2021,2073,1,2,1
"2021_2073_2","SSA_00021",2021,2073,1,2,2
"2021_2073_3","SSA_00021",2021,2073,1,2,3
"2021_1222_1","SSA_00022",2021,1222,6,1,1
"2021_1222_2","SSA_00022",2021,1222,6,1,2
"2021_1222_3","SSA_00022",2021,1222,6,1,3
"2021_2176_1","SSA_00022",2021,2176,8,2,1
"2021_2176_2","SSA_00022",2021,2176,8,2,2
"2021_2176_3","SSA_00022",2021,2176,8,2,3
"2021_1074_1","SSA_00023",2021,1074,2,1,1
"2021_1074_2","SSA_00023",2021,1074,2,1,2
"2021_1074_3","SSA_00023",2021,1074,2,1,3
"2021_2232_1","SSA_00023",2021,2232,8,2,1
"2021_2232_2","SSA_00023",2021,2232,8,2,2
"2021_2232_3","SSA_00023",2021,2232,8,2,3
"2021_1250_1","SSA_00024",2021,1250,2,1,1
"2021_1250_2","SSA_00024",2021,1250,2,1,2
"2021_1250_3","SSA_00024",2021,1250,2,1,3
"2021_2319_1","SSA_00024",2021,2319,7,2,1
"2021_2319_2","SSA_00024",2021,2319,7,2,2
"2021_2319_3","SSA_00024",2021,2319,7,2,3
"2021_1044_1","SSA_00025",2021,1044,4,1,1
"2021_1044_2","SSA_00025",2021,1044,4,1,2
"2021_1044_3","SSA_00025",2021,1044,4,1,3
"2021_2310_1","SSA_00025",2021,2310,6,2,1
"2021_2310_2","SSA_00025",2021,2310,6,2,2
"2021_2310_3","SSA_00025",2021,2310,6,2,3
"2021_1306_1","SSA_00026",2021,1306,2,1,1
"2021_1306_2","SSA_00026",2021,1306,2,1,2
"2021_1306_3","SSA_00026",2021,1306,2,1,3
"2021_2274_1","SSA_00026",2021,2274,2,2,1
"2021_2274_2","SSA_00026",2021,2274,2,2,2
"2021_2274_3","SSA_00026",2021,2274,2,2,3
"2021_1278_1","SSA_00027",2021,1278,6,1,1
"2021_1278_2","SSA_00027",2021,1278,6,1,2
"2021_1278_3","SSA_00027",2021,1278,6,1,3
"2021_2046_1","SSA_00027",2021,2046,6,2,1
"2021_2046_2","SSA_00027",2021,2046,6,2,2
"2021_2046_3","SSA_00027",2021,2046,6,2,3
"2021_1317_1","SSA_00029",2021,1317,5,1,1
"2021_1317_2","SSA_00029",2021,1317,5,1,2
"2021_1317_3","SSA_00029",2021,1317,5,1,3
"2021_2112_1","SSA_00029",2021,2112,8,2,1
"2021_2112_2","SSA_00029",2021,2112,8,2,2
"2021_2112_3","SSA_00029",2021,2112,8,2,3
"2021_1190_1","SSA_00030",2021,1190,6,1,1
"2021_1190_2","SSA_00030",2021,1190,6,1,2
"2021_1190_3","SSA_00030",2021,1190,6,1,3
"2021_2146_1","SSA_00030",2021,2146,2,2,1
"2021_2146_2","SSA_00030",2021,2146,2,2,2
"2021_2146_3","SSA_00030",2021,2146,2,2,3
"2021_1272_1","SSA_00031",2021,1272,8,1,1
"2021_1272_2","SSA_00031",2021,1272,8,1,2
"2021_1272_3","SSA_00031",2021,1272,8,1,3
"2021_2087_1","SSA_00031",2021,2087,7,2,1
"2021_2087_2","SSA_00031",2021,2087,7,2,2
"2021_2087_3","SSA_00031",2021,2087,7,2,3
"2021_1200_1","SSA_00032",2021,1200,8,1,1
"2021_1200_2","SSA_00032",2021,1200,8,1,2
"2021_1200_3","SSA_00032",2021,1200,8,1,3
"2021_2196_1","SSA_00032",2021,2196,4,2,1
"2021_2196_2","SSA_00032",2021,2196,4,2,2
"2021_2196_3","SSA_00032",2021,2196,4,2,3
"2021_1149_1","SSA_00033",2021,1149,5,1,1
"2021_1149_2","SSA_00033",2021,1149,5,1,2
"2021_1149_3","SSA_00033",2021,1149,5,1,3
"2021_2118_1","SSA_00033",2021,2118,6,2,1
"2021_2118_2","SSA_00033",2021,2118,6,2,2
"2021_2118_3","SSA_00033",2021,2118,6,2,3
"2021_1159_1","SSA_00034",2021,1159,7,1,1
"2021_1159_2","SSA_00034",2021,1159,7,1,2
"2021_1159_3","SSA_00034",2021,1159,7,1,3
"2021_2026_1","SSA_00034",2021,2026,2,2,1
"2021_2026_2","SSA_00034",2021,2026,2,2,2
"2021_2026_3","SSA_00034",2021,2026,2,2,3
"2021_1078_1","SSA_00035",2021,1078,6,1,1
"2021_1078_2","SSA_00035",2021,1078,6,1,2
"2021_1078_3","SSA_00035",2021,1078,6,1,3
"2021_2023_1","SSA_00035",2021,2023,7,2,1
"2021_2023_2","SSA_00035",2021,2023,7,2,2
"2021_2023_3","SSA_00035",2021,2023,7,2,3
"2021_1292_1","SSA_00036",2021,1292,4,1,1
"2021_1292_2","SSA_00036",2021,1292,4,1,2
"2021_1292_3","SSA_00036",2021,1292,4,1,3
"2021_2011_1","SSA_00036",2021,2011,3,2,1
"2021_2011_2","SSA_00036",2021,2011,3,2,2
"2021_2011_3","SSA_00036",2021,2011,3,2,3
"2021_1057_1","SSA_00037",2021,1057,1,1,1
"2021_1057_2","SSA_00037",2021,1057,1,1,2
"2021_1057_3","SSA_00037",2021,1057,1,1,3
"2021_2217_1","SSA_00037",2021,2217,1,2,1
"2021_2217_2","SSA_00037",2021,2217,1,2,2
"2021_2217_3","SSA_00037",2021,2217,1,2,3
"2021_1163_1","SSA_00038",2021,1163,3,1,1
"2021_1163_2","SSA_00038",2021,1163,3,1,2
"2021_1163_3","SSA_00038",2021,1163,3,1,3
"2021_2059_1","SSA_00038",2021,2059,3,2,1
"2021_2059_2","SSA_00038",2021,2059,3,2,2
"2021_2059_3","SSA_00038",2021,2059,3,2,3
"2021_1093_1","SSA_00039",2021,1093,5,1,1
"2021_1093_2","SSA_00039",2021,1093,5,1,2
"2021_1093_3","SSA_00039",2021,1093,5,1,3
"2021_2132_1","SSA_00039",2021,2132,4,2,1
"2021_2132_2","SSA_00039",2021,2132,4,2,2
"2021_2132_3","SSA_00039",2021,2132,4,2,3
"2021_1213_1","SSA_00040",2021,1213,5,1,1
"2021_1213_2","SSA_00040",2021,1213,5,1,2
"2021_1213_3","SSA_00040",2021,1213,5,1,3
"2021_2028_1","SSA_00040",2021,2028,4,2,1
"2021_2028_2","SSA_00040",2021,2028,4,2,2
"2021_2028_3","SSA_00040",2021,2028,4,2,3
"2021_1034_1","SSA_00041",2021,1034,2,1,1
"2021_1034_2","SSA_00041",2021,1034,2,1,2
"2021_1034_3","SSA_00041",2021,1034,2,1,3
"2021_2148_1","SSA_00041",2021,2148,4,2,1
"2021_2148_2","SSA_00041",2021,2148,4,2,2
"2021_2148_3","SSA_00041",2021,2148,4,2,3
"2021_1311_1","SSA_00042",2021,1311,7,1,1
"2021_1311_2","SSA_00042",2021,1311,7,1,2
"2021_1311_3","SSA_00042",2021,1311,7,1,3
"2021_2189_1","SSA_00042",2021,2189,5,2,1
"2021_2189_2","SSA_00042",2021,2189,5,2,2
"2021_2189_3","SSA_00042",2021,2189,5,2,3
"2021_1056_1","SSA_00043",2021,1056,8,1,1
"2021_1056_2","SSA_00043",2021,1056,8,1,2
"2021_1056_3","SSA_00043",2021,1056,8,1,3
"2021_2302_1","SSA_00043",2021,2302,6,2,1
"2021_2302_2","SSA_00043",2021,2302,6,2,2
"2021_2302_3","SSA_00043",2021,2302,6,2,3
"2021_1024_1","SSA_00044",2021,1024,8,1,1
"2021_1024_2","SSA_00044",2021,1024,8,1,2
"2021_1024_3","SSA_00044",2021,1024,8,1,3
"2021_2155_1","SSA_00044",2021,2155,3,2,1
"2021_2155_2","SSA_00044",2021,2155,3,2,2
"2021_2155_3","SSA_00044",2021,2155,3,2,3
"2021_1002_1","SSA_00045",2021,1002,2,1,1
"2021_1002_2","SSA_00045",2021,1002,2,1,2
"2021_1002_3","SSA_00045",2021,1002,2,1,3
"2021_2121_1","SSA_00045",2021,2121,1,2,1
"2021_2121_2","SSA_00045",2021,2121,1,2,2
"2021_2121_3","SSA_00045",2021,2121,1,2,3
"2021_1155_1","SSA_00046",2021,1155,3,1,1
"2021_1155_2","SSA_00046",2021,1155,3,1,2
"2021_1155_3","SSA_00046",2021,1155,3,1,3
"2021_2280_1","SSA_00046",2021,2280,8,2,1
"2021_2280_2","SSA_00046",2021,2280,8,2,2
"2021_2280_3","SSA_00046",2021,2280,8,2,3
"2021_1286_1","SSA_00047",2021,1286,6,1,1
"2021_1286_2","SSA_00047",2021,1286,6,1,2
"2021_1286_3","SSA_00047",2021,1286,6,1,3
"2021_2031_1","SSA_00047",2021,2031,7,2,1
"2021_2031_2","SSA_00047",2021,2031,7,2,2
"2021_2031_3","SSA_00047",2021,2031,7,2,3
"2021_1033_1","SSA_00048",2021,1033,1,1,1
"2021_1033_2","SSA_00048",2021,1033,1,1,2
"2021_1033_3","SSA_00048",2021,1033,1,1,3
"2021_2305_1","SSA_00048",2021,2305,1,2,1
"2021_2305_2","SSA_00048",2021,2305,1,2,2
"2021_2305_3","SSA_00048",2021,2305,1,2,3
"2021_1157_1","SSA_00049",2021,1157,5,1,1
"2021_1157_2","SSA_00049",2021,1157,5,1,2
"2021_1157_3","SSA_00049",2021,1157,5,1,3
"2021_2104_1","SSA_00049",2021,2104,8,2,1
"2021_2104_2","SSA_00049",2021,2104,8,2,2
"2021_2104_3","SSA_00049",2021,2104,8,2,3
"2021_1209_1","SSA_00050",2021,1209,1,1,1
"2021_1209_2","SSA_00050",2021,1209,1,1,2
"2021_1209_3","SSA_00050",2021,1209,1,1,3
"2021_2224_1","SSA_00050",2021,2224,8,2,1
"2021_2224_2","SSA_00050",2021,2224,8,2,2
"2021_2224_3","SSA_00050",2021,2224,8,2,3
"2021_1103_1","SSA_00051",2021,1103,7,1,1
"2021_1103_2","SSA_00051",2021,1103,7,1,2
"2021_1103_3","SSA_00051",2021,1103,7,1,3
"2021_2166_1","SSA_00051",2021,2166,6,2,1
"2021_2166_2","SSA_00051",2021,2166,6,2,2
"2021_2166_3","SSA_00051",2021,2166,6,2,3
"2021_1239_1","SSA_00052",2021,1239,7,1,1
"2021_1239_2","SSA_00052",2021,1239,7,1,2
"2021_1239_3","SSA_00052",2021,1239,7,1,3
"2021_2117_1","SSA_00052",2021,2117,5,2,1
"2021_2117_2","SSA_00052",2021,2117,5,2,2
"2021_2117_3","SSA_00052",2021,2117,5,2,3
"2021_1216_1","SSA_00053",2021,1216,8,1,1
"2021_1216_2","SSA_00053",2021,1216,8,1,2
"2021_1216_3","SSA_00053",2021,1216,8,1,3
"2021_2101_1","SSA_00053",2021,2101,5,2,1
"2021_2101_2","SSA_00053",2021,2101,5,2,2
"2021_2101_3","SSA_00053",2021,2101,5,2,3
"2021_1094_1","SSA_00054",2021,1094,6,1,1
"2021_1094_2","SSA_00054",2021,1094,6,1,2
"2021_1094_3","SSA_00054",2021,1094,6,1,3
"2021_2114_1","SSA_00054",2021,2114,2,2,1
"2021_2114_2","SSA_00054",2021,2114,2,2,2
"2021_2114_3","SSA_00054",2021,2114,2,2,3
"2021_1059_1","SSA_00055",2021,1059,3,1,1
"2021_1059_2","SSA_00055",2021,1059,3,1,2
"2021_1059_3","SSA_00055",2021,1059,3,1,3
"2021_2090_1","SSA_00055",2021,2090,2,2,1
"2021_2090_2","SSA_00055",2021,2090,2,2,2
"2021_2090_3","SSA_00055",2021,2090,2,2,3
"2021_1141_1","SSA_00056",2021,1141,5,1,1
"2021_1141_2","SSA_00056",2021,1141,5,1,2
"2021_1141_3","SSA_00056",2021,1141,5,1,3
"2021_2164_1","SSA_00056",2021,2164,4,2,1
"2021_2164_2","SSA_00056",2021,2164,4,2,2
"2021_2164_3","SSA_00056",2021,2164,4,2,3
"2021_1220_1","SSA_00057",2021,1220,4,1,1
"2021_1220_2","SSA_00057",2021,1220,4,1,2
"2021_1220_3","SSA_00057",2021,1220,4,1,3
"2021_2240_1","SSA_00057",2021,2240,8,2,1
"2021_2240_2","SSA_00057",2021,2240,8,2,2
"2021_2240_3","SSA_00057",2021,2240,8,2,3
"2021_1259_1","SSA_00058",2021,1259,3,1,1
"2021_1259_2","SSA_00058",2021,1259,3,1,2
"2021_1259_3","SSA_00058",2021,1259,3,1,3
"2021_2190_1","SSA_00058",2021,2190,6,2,1
"2021_2190_2","SSA_00058",2021,2190,6,2,2
"2021_2190_3","SSA_00058",2021,2190,6,2,3
"2021_1198_1","SSA_00059",2021,1198,6,1,1
"2021_1198_2","SSA_00059",2021,1198,6,1,2
"2021_1198_3","SSA_00059",2021,1198,6,1,3
"2021_2158_1","SSA_00059",2021,2158,6,2,1
"2021_2158_2","SSA_00059",2021,2158,6,2,2
"2021_2158_3","SSA_00059",2021,2158,6,2,3
"2021_1147_1","SSA_00060",2021,1147,3,1,1
"2021_1147_2","SSA_00060",2021,1147,3,1,2
"2021_1147_3","SSA_00060",2021,1147,3,1,3
"2021_2126_1","SSA_00060",2021,2126,6,2,1
"2021_2126_2","SSA_00060",2021,2126,6,2,2
"2021_2126_3","SSA_00060",2021,2126,6,2,3
"2021_1223_1","SSA_00061",2021,1223,7,1,1
"2021_1223_2","SSA_00061",2021,1223,7,1,2
"2021_1223_3","SSA_00061",2021,1223,7,1,3
"2021_2307_1","SSA_00061",2021,2307,3,2,1
"2021_2307_2","SSA_00061",2021,2307,3,2,2
"2021_2307_3","SSA_00061",2021,2307,3,2,3
"2021_1077_1","SSA_00062",2021,1077,5,1,1
"2021_1077_2","SSA_00062",2021,1077,5,1,2
"2021_1077_3","SSA_00062",2021,1077,5,1,3
"2021_2206_1","SSA_00062",2021,2206,6,2,1
"2021_2206_2","SSA_00062",2021,2206,6,2,2
"2021_2206_3","SSA_00062",2021,2206,6,2,3
"2021_1207_1","SSA_00063",2021,1207,7,1,1
"2021_1207_2","SSA_00063",2021,1207,7,1,2
"2021_1207_3","SSA_00063",2021,1207,7,1,3
"2021_2032_1","SSA_00063",2021,2032,8,2,1
"2021_2032_2","SSA_00063",2021,2032,8,2,2
"2021_2032_3","SSA_00063",2021,2032,8,2,3
"2021_1029_1","SSA_00064",2021,1029,5,1,1
"2021_1029_2","SSA_00064",2021,1029,5,1,2
"2021_1029_3","SSA_00064",2021,1029,5,1,3
"2021_2215_1","SSA_00064",2021,2215,7,2,1
"2021_2215_2","SSA_00064",2021,2215,7,2,2
"2021_2215_3","SSA_00064",2021,2215,7,2,3
"2021_1280_1","SSA_00065",2021,1280,8,1,1
"2021_1280_2","SSA_00065",2021,1280,8,1,2
"2021_1280_3","SSA_00065",2021,1280,8,1,3
"2021_2014_1","SSA_00065",2021,2014,6,2,1
"2021_2014_2","SSA_00065",2021,2014,6,2,2
"2021_2014_3","SSA_00065",2021,2014,6,2,3
"2021_1088_1","SSA_00066",2021,1088,8,1,1
"2021_1088_2","SSA_00066",2021,1088,8,1,2
"2021_1088_3","SSA_00066",2021,1088,8,1,3
"2021_2258_1","SSA_00066",2021,2258,2,2,1
"2021_2258_2","SSA_00066",2021,2258,2,2,2
"2021_2258_3","SSA_00066",2021,2258,2,2,3
"2021_1244_1","SSA_00067",2021,1244,4,1,1
"2021_1244_2","SSA_00067",2021,1244,4,1,2
"2021_1244_3","SSA_00067",2021,1244,4,1,3
"2021_2282_1","SSA_00067",2021,2282,2,2,1
"2021_2282_2","SSA_00067",2021,2282,2,2,2
"2021_2282_3","SSA_00067",2021,2282,2,2,3
"2021_1170_1","SSA_00068",2021,1170,2,1,1
"2021_1170_2","SSA_00068",2021,1170,2,1,2
"2021_1170_3","SSA_00068",2021,1170,2,1,3
"2021_2235_1","SSA_00068",2021,2235,3,2,1
"2021_2235_2","SSA_00068",2021,2235,3,2,2
"2021_2235_3","SSA_00068",2021,2235,3,2,3
"2021_1249_1","SSA_00070",2021,1249,1,1,1
"2021_1249_2","SSA_00070",2021,1249,1,1,2
"2021_1249_3","SSA_00070",2021,1249,1,1,3
"2021_2238_1","SSA_00070",2021,2238,6,2,1
"2021_2238_2","SSA_00070",2021,2238,6,2,2
"2021_2238_3","SSA_00070",2021,2238,6,2,3
"2021_1205_1","SSA_00071",2021,1205,5,1,1
"2021_1205_2","SSA_00071",2021,1205,5,1,2
"2021_1205_3","SSA_00071",2021,1205,5,1,3
"2021_2001_1","SSA_00071",2021,2001,1,2,1
"2021_2001_2","SSA_00071",2021,2001,1,2,2
"2021_2001_3","SSA_00071",2021,2001,1,2,3
"2021_1243_1","SSA_00072",2021,1243,3,1,1
"2021_1243_2","SSA_00072",2021,1243,3,1,2
"2021_1243_3","SSA_00072",2021,1243,3,1,3
"2021_2056_1","SSA_00072",2021,2056,8,2,1
"2021_2056_2","SSA_00072",2021,2056,8,2,2
"2021_2056_3","SSA_00072",2021,2056,8,2,3
"2021_1254_1","SSA_00073",2021,1254,6,1,1
"2021_1254_2","SSA_00073",2021,1254,6,1,2
"2021_1254_3","SSA_00073",2021,1254,6,1,3
"2021_2039_1","SSA_00073",2021,2039,7,2,1
"2021_2039_2","SSA_00073",2021,2039,7,2,2
"2021_2039_3","SSA_00073",2021,2039,7,2,3
"2021_1181_1","SSA_00075",2021,1181,5,1,1
"2021_1181_2","SSA_00075",2021,1181,5,1,2
"2021_1181_3","SSA_00075",2021,1181,5,1,3
"2021_2177_1","SSA_00075",2021,2177,1,2,1
"2021_2177_2","SSA_00075",2021,2177,1,2,2
"2021_2177_3","SSA_00075",2021,2177,1,2,3
"2021_1043_1","SSA_00076",2021,1043,3,1,1
"2021_1043_2","SSA_00076",2021,1043,3,1,2
"2021_1043_3","SSA_00076",2021,1043,3,1,3
"2021_2151_1","SSA_00076",2021,2151,7,2,1
"2021_2151_2","SSA_00076",2021,2151,7,2,2
"2021_2151_3","SSA_00076",2021,2151,7,2,3
"2021_1158_1","SSA_00077",2021,1158,6,1,1
"2021_1158_2","SSA_00077",2021,1158,6,1,2
"2021_1158_3","SSA_00077",2021,1158,6,1,3
"2021_2010_1","SSA_00077",2021,2010,2,2,1
"2021_2010_2","SSA_00077",2021,2010,2,2,2
"2021_2010_3","SSA_00077",2021,2010,2,2,3
"2021_1031_1","SSA_00078",2021,1031,7,1,1
"2021_1031_2","SSA_00078",2021,1031,7,1,2
"2021_1031_3","SSA_00078",2021,1031,7,1,3
"2021_2051_1","SSA_00078",2021,2051,3,2,1
"2021_2051_2","SSA_00078",2021,2051,3,2,2
"2021_2051_3","SSA_00078",2021,2051,3,2,3
"2021_1294_1","SSA_00079",2021,1294,6,1,1
"2021_1294_2","SSA_00079",2021,1294,6,1,2
"2021_1294_3","SSA_00079",2021,1294,6,1,3
"2021_2042_1","SSA_00079",2021,2042,2,2,1
"2021_2042_2","SSA_00079",2021,2042,2,2,2
"2021_2042_3","SSA_00079",2021,2042,2,2,3
"2021_1072_1","SSA_00080",2021,1072,8,1,1
"2021_1072_2","SSA_00080",2021,1072,8,1,2
"2021_1072_3","SSA_00080",2021,1072,8,1,3
"2021_2234_1","SSA_00080",2021,2234,2,2,1
"2021_2234_2","SSA_00080",2021,2234,2,2,2
"2021_2234_3","SSA_00080",2021,2234,2,2,3
"2021_1049_1","SSA_00081",2021,1049,1,1,1
"2021_1049_2","SSA_00081",2021,1049,1,1,2
"2021_1049_3","SSA_00081",2021,1049,1,1,3
"2021_2219_1","SSA_00081",2021,2219,3,2,1
"2021_2219_2","SSA_00081",2021,2219,3,2,2
"2021_2219_3","SSA_00081",2021,2219,3,2,3
"2021_1084_1","SSA_00082",2021,1084,4,1,1
"2021_1084_2","SSA_00082",2021,1084,4,1,2
"2021_1084_3","SSA_00082",2021,1084,4,1,3
"2021_2019_1","SSA_00082",2021,2019,3,2,1
"2021_2019_2","SSA_00082",2021,2019,3,2,2
"2021_2019_3","SSA_00082",2021,2019,3,2,3
"2021_1092_1","SSA_00083",2021,1092,4,1,1
"2021_1092_2","SSA_00083",2021,1092,4,1,2
"2021_1092_3","SSA_00083",2021,1092,4,1,3
"2021_2203_1","SSA_00083",2021,2203,3,2,1
"2021_2203_2","SSA_00083",2021,2203,3,2,2
"2021_2203_3","SSA_00083",2021,2203,3,2,3
"2021_1197_1","SSA_00084",2021,1197,5,1,1
"2021_1197_2","SSA_00084",2021,1197,5,1,2
"2021_1197_3","SSA_00084",2021,1197,5,1,3
"2021_2061_1","SSA_00084",2021,2061,5,2,1
"2021_2061_2","SSA_00084",2021,2061,5,2,2
"2021_2061_3","SSA_00084",2021,2061,5,2,3
"2021_1104_1","SSA_00085",2021,1104,8,1,1
"2021_1104_2","SSA_00085",2021,1104,8,1,2
"2021_1104_3","SSA_00085",2021,1104,8,1,3
"2021_2040_1","SSA_00085",2021,2040,8,2,1
"2021_2040_2","SSA_00085",2021,2040,8,2,2
"2021_2040_3","SSA_00085",2021,2040,8,2,3
"2021_1282_1","SSA_00086",2021,1282,2,1,1
"2021_1282_2","SSA_00086",2021,1282,2,1,2
"2021_1282_3","SSA_00086",2021,1282,2,1,3
"2021_2012_1","SSA_00086",2021,2012,4,2,1
"2021_2012_2","SSA_00086",2021,2012,4,2,2
